gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
637449265	246	100	1	246	1	246	0.0e+00	489.2	KO:K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	EC:2.7.8.26	Yes
637449266	372	100	1	372	1	372	0.0e+00	767.7	KO:K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	EC:2.4.2.29	Yes
637449267	46	100	1	46	1	46	2.4e-19	95.1	KO:K02712	photosystem II PsbK protein		Yes
637449271	186	100	1	186	1	186	0.0e+00	355.1	KO:K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	EC:2.4.2.10	Yes
637449273	472	100	1	472	1	472	0.0e+00	960.3	KO:K06860	uncharacterized protein		Yes
637449275	191	100	1	191	1	191	0.0e+00	382.9	KO:K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	EC:3.6.1.66	Yes
637449276	507	100	1	507	1	507	0.0e+00	1035.8	KO:K00464	all-trans-8'-apo-beta-carotenal 15,15'-oxygenase [EC:1.13.11.75]	EC:1.13.11.75	Yes
637449277	201	100	1	201	1	201	0.0e+00	403.3	KO:K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	EC:4.2.1.19	Yes
637449278	260	100	1	260	1	260	0.0e+00	509.2	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.10	Yes
637449278	260	100	1	260	1	260	0.0e+00	509.2	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.9	Yes
637449281	478	100	1	478	1	478	0.0e+00	997.3	KO:K01669	deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]	EC:4.1.99.3	Yes
637449282	187	100	1	187	1	187	0.0e+00	372.5	KO:K01515	ADP-ribose pyrophosphatase [EC:3.6.1.13]	EC:3.6.1.13	Yes
637449283	187	100	1	187	1	187	0.0e+00	389.8	KO:K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	EC:2.7.6.3	Yes
637449284	720	100	1	720	1	720	0.0e+00	1393.6	KO:K03404	magnesium chelatase subunit D [EC:6.6.1.1]	EC:6.6.1.1	Yes
637449285	281	100	1	281	1	281	0.0e+00	544.3	KO:K02067	putative ABC transport system substrate-binding protein		Yes
637449286	272	100	1	272	1	272	0.0e+00	539.7	KO:K02065	putative ABC transport system ATP-binding protein		Yes
637449288	176	100	1	176	1	176	0.0e+00	367.5	KO:K05581	NAD(P)H-quinone oxidoreductase subunit J [EC:1.6.5.3]	EC:1.6.5.3	Yes
637449289	244	100	1	244	1	244	0.0e+00	488	KO:K05582	NAD(P)H-quinone oxidoreductase subunit K [EC:1.6.5.3]	EC:1.6.5.3	Yes
637449290	120	100	1	120	1	120	0.0e+00	241.9	KO:K05574	NAD(P)H-quinone oxidoreductase subunit 3 [EC:1.6.5.3]	EC:1.6.5.3	Yes
637449293	84	100	1	84	1	84	6.4e-42	171	KO:K02707	photosystem II cytochrome b559 subunit alpha		Yes
637449294	47	100	1	47	1	47	3.3e-19	94.7	KO:K02708	photosystem II cytochrome b559 subunit beta		Yes
637449295	39	100	1	39	1	39	9.0e-15	79.7	KO:K02713	photosystem II PsbL protein		Yes
637449296	64	100	1	64	1	64	4.6e-32	137.9	KO:K02711	photosystem II PsbJ protein		Yes
637449297	307	100	1	307	1	307	0.0e+00	627.1	KO:K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	EC:2.4.2.28	Yes
637449298	730	100	1	730	1	730	0.0e+00	1451.8	KO:K01008	selenide, water dikinase [EC:2.7.9.3]	EC:2.7.9.3	Yes
637449299	415	100	1	415	1	415	0.0e+00	830.5	KO:K00970	poly(A) polymerase [EC:2.7.7.19]	EC:2.7.7.19	Yes
637449300	802	100	1	802	1	802	0.0e+00	1588.9	KO:K03657	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	EC:3.6.4.12	Yes
637449301	175	100	1	175	1	175	0.0e+00	335.9	KO:K05377	phycoerythrin beta chain		Yes
637449302	183	100	1	183	1	183	0.0e+00	359.4	KO:K05382	phycoerythrin-associated linker protein		Yes
637449307	409	79.2	1	409	1	409	0.0e+00	672.5	KO:K00854	xylulokinase [EC:2.7.1.17]	EC:2.7.1.17	Yes
637449308	413	100	1	413	1	413	0.0e+00	815.1	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	Yes
637449309	363	100	1	363	1	363	0.0e+00	708.8	KO:K02945	small subunit ribosomal protein S1		Yes
637449310	159	100	1	159	1	159	0.0e+00	311.6	KO:K07738	transcriptional repressor NrdR		Yes
637449311	32	100	1	32	1	32	1.1e-10	65.9	KO:K02718	photosystem II PsbT protein		Yes
637449312	507	100	1	507	1	507	0.0e+00	1059.3	KO:K02704	photosystem II CP47 chlorophyll apoprotein		Yes
637449313	120	81.7	1	120	1	120	0.0e+00	208.4	KO:K04755	ferredoxin, 2Fe-2S		Yes
637449314	50	100	1	50	1	50	2.8e-21	101.7	KO:K02714	photosystem II PsbM protein		Yes
637449315	289	100	1	289	1	289	0.0e+00	584.3	KO:K02493	release factor glutamine methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	Yes
637449316	194	100	1	194	1	194	0.0e+00	392.9	KO:K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	EC:2.7.7.87	Yes
637449318	106	100	1	106	1	106	0.0e+00	202.6	KO:K03608	cell division topological specificity factor		Yes
637449319	271	100	1	271	1	271	0.0e+00	530	KO:K03609	septum site-determining protein MinD		Yes
637449320	220	100	1	220	1	220	0.0e+00	434.9	KO:K03610	septum site-determining protein MinC		Yes
637449321	419	100	1	419	1	419	0.0e+00	840.5	KO:K06885			Yes
637449322	429	100	1	429	1	429	0.0e+00	835.1	KO:K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	EC:3.4.21.102	Yes
637449323	218	100	1	218	1	218	0.0e+00	446.8	KO:K02635	cytochrome b6		Yes
637449324	160	100	1	160	1	160	0.0e+00	326.2	KO:K02637	cytochrome b6-f complex subunit 4		Yes
637449332	292	100	1	292	1	292	0.0e+00	593.6	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:3.2.2.23	Yes
637449332	292	100	1	292	1	292	0.0e+00	593.6	KO:K10563	formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]	EC:4.2.99.18	Yes
637449333	69	100	1	69	1	69	2.0e-33	142.5	KO:K02693	photosystem I subunit IV		Yes
637449335	463	100	1	463	1	463	0.0e+00	914.1	KO:K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	EC:1.2.1.3	Yes
637449337	295	100	1	295	1	295	0.0e+00	622.5	KO:K00676	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	EC:2.3.1.128	Yes
637449347	96	100	1	96	1	96	0.0e+00	189.9	KO:K03116	sec-independent protein translocase protein TatA		Yes
637449349	149	100	1	149	1	149	0.0e+00	307.4	KO:K03564	peroxiredoxin Q/BCP [EC:1.11.1.15]	EC:1.11.1.15	Yes
637449353	138	100	1	138	1	138	0.0e+00	267.7	KO:K15034	ribosome-associated protein		Yes
637449356	292	100	1	292	1	292	0.0e+00	596.3	KO:K07052			Yes
637449360	315	100	1	315	1	315	0.0e+00	641.7	KO:K01259	proline iminopeptidase [EC:3.4.11.5]	EC:3.4.11.5	Yes
637449361	207	100	1	207	1	207	0.0e+00	415.6	KO:K03707	thiaminase (transcriptional activator TenA) [EC:3.5.99.2]	EC:3.5.99.2	Yes
637449362	262	100	1	262	1	262	0.0e+00	515.4	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	Yes
637449362	262	100	1	262	1	262	0.0e+00	515.4	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	Yes
637449364	154	100	1	154	1	154	0.0e+00	323.9	KO:K09705	hypothetical protein		Yes
637449374	561	100	1	561	1	561	0.0e+00	1147.9	KO:K15576	nitrate/nitrite transport system substrate-binding protein		Yes
637449375	260	100	1	260	1	260	0.0e+00	512.7	KO:K15577	nitrate/nitrite transport system permease protein		Yes
637449376	284	100	1	284	1	284	0.0e+00	554.7	KO:K15578	nitrate/nitrite transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
637449377	147	100	1	147	1	147	0.0e+00	296.6	KO:K01725	cyanate lyase [EC:4.2.1.104]	EC:4.2.1.104	Yes
637449378	63	100	1	63	1	63	3.0e-28	125.2	KO:K03116	sec-independent protein translocase protein TatA		Yes
637449384	155	100	1	155	1	155	0.0e+00	332.8	KO:K09958	hypothetical protein		Yes
637449387	260	100	1	260	1	260	0.0e+00	505	KO:K09797	hypothetical protein		Yes
637449388	829	100	1	829	1	829	0.0e+00	1684.5	KO:K01155	type II restriction enzyme [EC:3.1.21.4]	EC:3.1.21.4	Yes
637449392	146	100	1	146	1	146	0.0e+00	284.6	KO:K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	EC:4.2.1.10	Yes
637449393	202	100	1	202	1	202	0.0e+00	397.1	KO:K06169	tRNA-(ms[2]io[6]A)-hydroxylase [EC:1.-.-.-]	EC:1.-	Yes
637449394	251	100	1	251	1	251	0.0e+00	479.9	KO:K03394	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	EC:2.1.1.130	Yes
637449394	251	100	1	251	1	251	0.0e+00	479.9	KO:K03394	precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	EC:2.1.1.151	Yes
637449396	458	100	1	458	1	458	0.0e+00	912.1	KO:K03977	GTP-binding protein		Yes
637449397	304	100	1	304	1	304	0.0e+00	595.5	KO:K16785	energy-coupling factor transport system permease protein		Yes
637449398	88	100	1	88	1	88	1.4e-44	179.9	KO:K14518	PII interaction protein X		Yes
637449399	212	100	1	212	1	212	0.0e+00	424.5	KO:K06997			Yes
637449400	191	100	1	191	1	191	0.0e+00	383.3	KO:K09772	cell division inhibitor SepF		Yes
637449401	268	100	1	268	1	268	0.0e+00	515	KO:K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	EC:1.5.1.2	Yes
637449403	259	100	1	259	1	259	0.0e+00	508.4	KO:K03584	DNA repair protein RecO (recombination protein O)		Yes
637449404	219	100	1	219	1	219	0.0e+00	429.9	KO:K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]	EC:4.1.2.4	Yes
637449405	194	86.1	1	194	1	194	0.0e+00	338.2	KO:K05808	putative sigma-54 modulation protein		Yes
637449406	214	100	1	214	1	214	0.0e+00	444.5	KO:K03801	lipoyl(octanoyl) transferase [EC:2.3.1.181]	EC:2.3.1.181	Yes
637449407	641	100	1	641	1	641	0.0e+00	1275.4	KO:K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]	EC:6.2.1.3	Yes
637449410	455	100	1	455	1	455	0.0e+00	889.8	KO:K00627	pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	EC:2.3.1.12	Yes
637449411	374	100	1	374	1	374	0.0e+00	735.7	KO:K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	EC:2.4.99.17	Yes
637449412	328	100	1	328	1	328	0.0e+00	641.7	KO:K01738	cysteine synthase A [EC:2.5.1.47]	EC:2.5.1.47	Yes
637449413	489	100	1	489	1	489	0.0e+00	988	KO:K01739	cystathionine gamma-synthase [EC:2.5.1.48]	EC:2.5.1.48	Yes
637449414	387	100	1	387	1	387	0.0e+00	774.2	KO:K01739	cystathionine gamma-synthase [EC:2.5.1.48]	EC:2.5.1.48	Yes
637449415	202	100	1	202	1	202	0.0e+00	408.7	KO:K02986	small subunit ribosomal protein S4		Yes
637449416	78	100	1	78	1	78	2.2e-44	179.1	KO:K08998	hypothetical protein		Yes
637449418	511	100	1	511	1	511	0.0e+00	1008.8	KO:K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]	EC:6.3.2.13	Yes
637449420	393	100	1	393	1	393	0.0e+00	798.9	KO:K11325	L-cysteine/cystine lyase		Yes
637449424	475	100	1	475	23	497	0.0e+00	945.7	KO:K00116	malate dehydrogenase (quinone) [EC:1.1.5.4]	EC:1.1.5.4	Yes
637449425	602	100	1	602	1	602	0.0e+00	1178.3	KO:K03596	GTP-binding protein LepA		Yes
637449426	277	100	1	277	1	277	0.0e+00	538.1	KO:K02034	peptide/nickel transport system permease protein		Yes
637449427	223	100	1	223	1	223	0.0e+00	444.5	KO:K00556	tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]	EC:2.1.1.34	Yes
637449430	496	100	1	496	1	496	0.0e+00	1026.5	KO:K06876	deoxyribodipyrimidine photolyase-related protein		Yes
637449431	437	100	1	437	1	437	0.0e+00	863.2	KO:K03500	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	EC:2.1.1.176	Yes
637449433	315	100	1	315	1	315	0.0e+00	618.2	KO:K04040	chlorophyll synthase [EC:2.5.1.62]	EC:2.5.1.62	Yes
637449435	255	100	1	255	1	255	0.0e+00	495	KO:K02500	cyclase [EC:4.1.3.-]	EC:4.1.3.-	Yes
637449436	233	100	1	233	1	233	0.0e+00	469.2	KO:K03183	ubiquinone/menaquinone biosynthesis methyltransferase [EC:2.1.1.163 2.1.1.201]	EC:2.1.1.163	Yes
637449436	233	100	1	233	1	233	0.0e+00	469.2	KO:K03183	ubiquinone/menaquinone biosynthesis methyltransferase [EC:2.1.1.163 2.1.1.201]	EC:2.1.1.201	Yes
637449438	249	100	1	249	1	249	0.0e+00	513.5	KO:K03524	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	EC:6.3.4.15	Yes
637449439	228	100	1	228	1	228	0.0e+00	441.8	KO:K02003	putative ABC transport system ATP-binding protein		Yes
637449440	506	100	1	506	1	506	0.0e+00	971.8	KO:K05573	NAD(P)H-quinone oxidoreductase subunit 2 [EC:1.6.5.3]	EC:1.6.5.3	Yes
637449441	870	100	1	870	1	870	0.0e+00	1711.8	KO:K03168	DNA topoisomerase I [EC:5.99.1.2]	EC:5.99.1.2	Yes
637449446	381	100	1	381	1	381	0.0e+00	773.5	KO:K07079			Yes
637449447	219	100	1	219	1	219	0.0e+00	438	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
637449449	200	100	1	200	1	200	0.0e+00	405.6	KO:K02276	cytochrome c oxidase subunit III [EC:1.9.3.1]	EC:1.9.3.1	Yes
637449450	541	100	1	541	1	541	0.0e+00	1112.4	KO:K02274	cytochrome c oxidase subunit I [EC:1.9.3.1]	EC:1.9.3.1	Yes
637449451	267	100	1	267	1	267	0.0e+00	539.3	KO:K02275	cytochrome c oxidase subunit II [EC:1.9.3.1]	EC:1.9.3.1	Yes
637449452	311	100	1	311	1	311	0.0e+00	619.4	KO:K02259	cytochrome c oxidase assembly protein subunit 15		Yes
637449453	332	100	1	332	1	332	0.0e+00	658.7	KO:K02301	protoheme IX farnesyltransferase [EC:2.5.1.-]	EC:2.5.1.-	Yes
637449454	338	100	1	338	1	338	0.0e+00	654.4	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
637449455	274	100	1	274	1	274	0.0e+00	535.8	KO:K01992	ABC-2 type transport system permease protein		Yes
637449457	581	100	1	581	1	581	0.0e+00	1110.9	KO:K04077	chaperonin GroEL		Yes
637449458	249	100	1	249	1	249	0.0e+00	477.6	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
637449459	223	100	1	223	1	223	0.0e+00	444.9	KO:K00991	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	EC:2.7.7.60	Yes
637449460	290	100	1	290	1	290	0.0e+00	589.3	KO:K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	EC:3.4.17.13	Yes
637449461	295	100	1	295	1	295	0.0e+00	596.7	KO:K03179	4-hydroxybenzoate octaprenyltransferase [EC:2.5.1.-]	EC:2.5.1.-	Yes
637449462	532	100	1	532	1	532	0.0e+00	1024.2	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.11	Yes
637449462	532	100	1	532	1	532	0.0e+00	1024.2	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.40	Yes
637449464	251	100	1	251	1	251	0.0e+00	495.7	KO:K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	EC:2.1.1.133	Yes
637449464	251	100	1	251	1	251	0.0e+00	495.7	KO:K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	EC:2.1.1.271	Yes
637449465	297	100	1	297	1	297	0.0e+00	612.8	KO:K13292	phosphatidylglycerol:prolipoprotein diacylglycerol transferase [EC:2.-.-.-]	EC:2.-	Yes
637449466	317	100	1	317	1	317	0.0e+00	634	KO:K02634	apocytochrome f		Yes
637449467	178	100	1	178	1	178	0.0e+00	376.3	KO:K02636	cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1]	EC:1.10.9.1	Yes
637449469	252	100	1	252	1	252	0.0e+00	487.6	KO:K03118	sec-independent protein translocase protein TatC		Yes
637449472	184	100	1	184	1	184	0.0e+00	364.4	KO:K00942	guanylate kinase [EC:2.7.4.8]	EC:2.7.4.8	Yes
637449473	44	100	1	44	1	44	3.4e-18	91.3	KO:K02697	photosystem I subunit IX		Yes
637449474	184	100	1	184	1	184	0.0e+00	375.2	KO:K02694	photosystem I subunit III		Yes
637449475	356	100	1	356	1	356	0.0e+00	701.8	KO:K01409	O-sialoglycoprotein endopeptidase [EC:3.4.24.57]	EC:3.4.24.57	Yes
637449478	478	100	1	478	1	478	0.0e+00	959.9	KO:K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	EC:6.1.1.17	Yes
637449482	160	100	1	160	1	160	0.0e+00	312	KO:K02884	large subunit ribosomal protein L19		Yes
637449484	279	100	1	279	1	279	0.0e+00	559.3	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	Yes
637449486	369	100	1	369	1	369	0.0e+00	713	KO:K06873			Yes
637449488	165	100	1	165	1	165	0.0e+00	315.1	KO:K09767	hypothetical protein		Yes
637449490	433	100	1	433	1	433	0.0e+00	864	KO:K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	EC:5.4.3.8	Yes
637449491	281	100	1	281	1	281	0.0e+00	576.6	KO:K01142	exodeoxyribonuclease III [EC:3.1.11.2]	EC:3.1.11.2	Yes
637449494	407	100	1	407	1	407	0.0e+00	817	KO:K09121	hypothetical protein		Yes
637449495	314	100	1	314	1	314	0.0e+00	632.5	KO:K07027			Yes
637449496	531	100	1	531	1	531	0.0e+00	1030	KO:K02011	iron(III) transport system permease protein		Yes
637449498	96	100	1	96	1	96	0.0e+00	201.4	KO:K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	EC:4.2.1.96	Yes
637449500	501	100	1	501	1	501	0.0e+00	1020	KO:K01299	carboxypeptidase Taq [EC:3.4.17.19]	EC:3.4.17.19	Yes
637449501	195	100	1	195	1	195	0.0e+00	406.8	KO:K01507	inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
637449502	316	100	1	316	1	316	0.0e+00	612.5	KO:K01749	hydroxymethylbilane synthase [EC:2.5.1.61]	EC:2.5.1.61	Yes
637449503	396	100	1	396	1	396	0.0e+00	772.3	KO:K03086	RNA polymerase primary sigma factor		Yes
637449504	758	100	1	758	1	758	0.0e+00	1538.5	KO:K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	EC:3.6.4.-	Yes
637449506	284	100	1	284	1	284	0.0e+00	553.5	KO:K00930	acetylglutamate kinase [EC:2.7.2.8]	EC:2.7.2.8	Yes
637449510	269	100	1	269	1	269	0.0e+00	541.2	KO:K05895	precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	EC:1.3.1.106	Yes
637449510	269	100	1	269	1	269	0.0e+00	541.2	KO:K05895	precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	EC:1.3.1.54	Yes
637449511	108	100	1	108	1	108	0.0e+00	213.4	KO:K03926	periplasmic divalent cation tolerance protein		Yes
637449513	436	100	1	436	1	436	0.0e+00	879	KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	Yes
637449514	145	100	1	145	1	145	0.0e+00	284.3	KO:K08902	photosystem II Psb27 protein		Yes
637449515	600	100	1	600	1	600	0.0e+00	1189.9	KO:K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	EC:6.1.1.15	Yes
637449518	182	100	1	182	1	182	0.0e+00	371.3	KO:K01507	inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
637449519	122	100	1	122	1	122	0.0e+00	242.3	KO:K00537	arsenate reductase [EC:1.20.4.1]	EC:1.20.4.1	Yes
637449520	228	100	1	228	1	228	0.0e+00	472.2	KO:K03100	signal peptidase I [EC:3.4.21.89]	EC:3.4.21.89	Yes
637449521	417	100	1	417	1	417	0.0e+00	840.9	KO:K01465	dihydroorotase [EC:3.5.2.3]	EC:3.5.2.3	Yes
637449522	442	100	1	442	1	442	0.0e+00	884.8	KO:K15634	probable phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
637449523	452	100	1	452	1	452	0.0e+00	872.1	KO:K07052			Yes
637449525	583	100	1	583	1	583	0.0e+00	1167.1	KO:K03587	cell division protein FtsI (penicillin-binding protein 3)		Yes
637449526	333	100	1	333	1	333	0.0e+00	645.2	KO:K00616	transaldolase [EC:2.2.1.2]	EC:2.2.1.2	Yes
637449528	182	100	1	182	1	182	0.0e+00	347.8	KO:K02838	ribosome recycling factor		Yes
637449529	234	100	1	234	1	234	0.0e+00	453.4	KO:K09903	uridylate kinase [EC:2.7.4.22]	EC:2.7.4.22	Yes
637449530	231	100	1	231	1	231	0.0e+00	458.4	KO:K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	EC:2.5.1.17	Yes
637449532	391	100	1	391	1	391	0.0e+00	786.2	KO:K01772	ferrochelatase [EC:4.99.1.1]	EC:4.99.1.1	Yes
637449533	587	100	1	587	1	587	0.0e+00	1185.2	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
637449535	260	100	1	260	1	260	0.0e+00	521.9	KO:K05810	conserved hypothetical protein		Yes
637449537	405	100	1	405	1	405	0.0e+00	787.7	KO:K02945	small subunit ribosomal protein S1		Yes
637449538	265	100	1	265	1	265	0.0e+00	538.5	KO:K01470	creatinine amidohydrolase [EC:3.5.2.10]	EC:3.5.2.10	Yes
637449539	238	100	1	238	1	238	0.0e+00	467.6	KO:K14331	fatty aldehyde decarbonylase [EC:4.1.99.5]	EC:4.1.99.5	Yes
637449540	346	100	1	346	1	346	0.0e+00	701	KO:K14330	fatty aldehyde-generating acyl-ACP reductase [EC:1.2.1.80]	EC:1.2.1.80	Yes
637449541	335	100	1	335	1	335	0.0e+00	661.4	KO:K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]	EC:6.4.1.2	Yes
637449543	246	100	1	246	1	246	0.0e+00	497.3	KO:K01495	GTP cyclohydrolase I [EC:3.5.4.16]	EC:3.5.4.16	Yes
637449544	220	100	1	220	1	220	0.0e+00	443	KO:K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24]	EC:5.3.1.24	Yes
637449546	223	100	1	223	1	223	0.0e+00	456.4	KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	EC:2.7.7.63	Yes
637449547	34	100	1	34	1	34	1.5e-10	65.5	KO:K02700	photosystem I subunit XII		Yes
637449549	334	100	1	334	1	334	0.0e+00	666.8	KO:K00218	protochlorophyllide reductase [EC:1.3.1.33]	EC:1.3.1.33	Yes
637449550	295	100	1	295	1	295	0.0e+00	593.6	KO:K04037	light-independent protochlorophyllide reductase subunit L [EC:1.3.7.7]	EC:1.3.7.7	Yes
637449551	526	100	1	526	1	526	0.0e+00	1068.9	KO:K04039	light-independent protochlorophyllide reductase subunit B [EC:1.3.7.7]	EC:1.3.7.7	Yes
637449552	418	100	1	418	1	418	0.0e+00	823.5	KO:K04038	light-independent protochlorophyllide reductase subunit N [EC:1.3.7.7]	EC:1.3.7.7	Yes
637449557	471	100	1	471	1	471	0.0e+00	978.8	KO:K01601	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	EC:4.1.1.39	Yes
637449558	113	100	1	113	1	113	0.0e+00	241.9	KO:K01602	ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	EC:4.1.1.39	Yes
637449566	246	100	1	246	1	246	0.0e+00	500.7	KO:K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	EC:3.1.2.6	Yes
637449567	215	100	1	215	1	215	0.0e+00	415.6	KO:K00765	ATP phosphoribosyltransferase [EC:2.4.2.17]	EC:2.4.2.17	Yes
637449568	598	100	1	598	1	598	0.0e+00	1150.2	KO:K06147	ATP-binding cassette, subfamily B, bacterial		Yes
637449571	202	100	1	202	1	202	0.0e+00	407.1	KO:K09931	hypothetical protein		Yes
637449572	463	100	1	463	1	463	0.0e+00	907.9	KO:K02313	chromosomal replication initiator protein		Yes
637449573	412	100	1	412	1	412	0.0e+00	849.7	KO:K00799	glutathione S-transferase [EC:2.5.1.18]	EC:2.5.1.18	Yes
637449574	459	100	1	459	1	459	0.0e+00	894	KO:K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	EC:1.8.1.7	Yes
637449575	359	100	1	359	1	359	0.0e+00	683.3	KO:K07301	cation:H+ antiporter		Yes
637449576	349	100	1	349	1	349	0.0e+00	709.1	KO:K01465	dihydroorotase [EC:3.5.2.3]	EC:3.5.2.3	Yes
637449578	77	100	1	77	1	77	3.9e-38	158.3	KO:K05583	NAD(P)H-quinone oxidoreductase subunit L [EC:1.6.5.3]	EC:1.6.5.3	Yes
637449580	279	100	1	279	1	279	0.0e+00	542.3	KO:K01695	tryptophan synthase alpha chain [EC:4.2.1.20]	EC:4.2.1.20	Yes
637449582	90	100	1	90	1	90	0.0e+00	196.1	KO:K09780	hypothetical protein		Yes
637449586	221	100	1	221	1	221	0.0e+00	450.7	KO:K11755	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	EC:3.5.4.19	Yes
637449586	221	100	1	221	1	221	0.0e+00	450.7	KO:K11755	phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	EC:3.6.1.31	Yes
637449587	154	85.7	1	154	1	154	0.0e+00	302.8	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.1.2.50	Yes
