gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
637449264	378	126	189	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
637449266	372	1	356	SUPERFAMILY	SSF51713	IPR002616	tRNA-guanine(15) transglycosylase-like	GO:0006400|GO:0008479|GO:0008616
637449267	46	11	46	SUPERFAMILY	SSF161037			
637449268	334	5	142	SUPERFAMILY	SSF51735			
637449268	334	129	296	SUPERFAMILY	SSF55347			
637449269	422	209	272	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
637449269	422	214	263	SMART	SM00116	IPR000644	CBS domain	GO:0030554
637449269	422	273	333	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
637449269	422	342	421	SMART	SM01091	IPR005170	Transporter-associated domain	
637449269	422	348	420	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
637449269	422	193	328	SUPERFAMILY	SSF54631			
637449271	186	9	185	SUPERFAMILY	SSF53271			
637449272	282	10	195	SUPERFAMILY	SSF103025			
637449273	472	291	470	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
637449274	486	6	191	SUPERFAMILY	SSF53738	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868
637449274	486	162	274	SUPERFAMILY	SSF53738	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868
637449274	486	260	395	SUPERFAMILY	SSF53738	IPR016055	Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III	GO:0005975|GO:0016868
637449274	486	380	482	SUPERFAMILY	SSF55957			
637449275	191	1	188	SUPERFAMILY	SSF52972			
637449276	507	410	505	SUPERFAMILY	SSF51004	IPR011048	Cytochrome cd1-nitrite reductase-like, haem d1 domain	
637449277	201	64	77	ProSitePatterns	PS00954	IPR020565	Imidazoleglycerol-phosphate dehydratase, conserved site	GO:0000105|GO:0004424
637449277	201	159	171	ProSitePatterns	PS00955	IPR020565	Imidazoleglycerol-phosphate dehydratase, conserved site	GO:0000105|GO:0004424
637449277	201	5	89	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
637449277	201	90	182	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
637449278	260	7	257	SUPERFAMILY	SSF51735			
637449279	197	5	196	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637449279	197	9	169	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
637449280	401	12	391	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637449281	478	206	477	SUPERFAMILY	SSF48173	IPR005101	DNA photolyase, FAD-binding/Cryptochrome, C-terminal	GO:0003913|GO:0006281
637449281	478	2	160	SUPERFAMILY	SSF52425	IPR006050	DNA photolyase, N-terminal	
637449281	478	4	132	ProSiteProfiles	PS51645	IPR006050	DNA photolyase, N-terminal	
637449281	478	336	348	ProSitePatterns	PS00394	IPR018394	Cryptochrome/DNA photolyase, class 1 conserved site, C-terminal	GO:0003913|GO:0006281
637449281	478	356	375	ProSitePatterns	PS00691	IPR018394	Cryptochrome/DNA photolyase, class 1 conserved site, C-terminal	GO:0003913|GO:0006281
637449282	187	44	175	ProSiteProfiles	PS51462	IPR000086	NUDIX hydrolase domain	GO:0016787
637449282	187	19	183	SUPERFAMILY	SSF55811	IPR015797	NUDIX hydrolase domain-like	GO:0016787
637449283	187	13	172	SUPERFAMILY	SSF55083	IPR000550	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK	GO:0003848|GO:0009396
637449284	720	523	713	SMART	SM00327	IPR002035	von Willebrand factor, type A	
637449284	720	525	720	ProSiteProfiles	PS50234	IPR002035	von Willebrand factor, type A	
637449284	720	49	254	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449284	720	24	79	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449284	720	124	370	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449284	720	526	703	SUPERFAMILY	SSF53300			
637449286	272	19	260	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449286	272	43	236	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449286	272	153	167	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
637449286	272	17	252	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449287	440	116	430	SUPERFAMILY	SSF142338			
637449288	176	37	172	SUPERFAMILY	SSF143243			
637449289	244	142	158	ProSitePatterns	PS01150	IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit	GO:0008137|GO:0048038|GO:0051539|GO:0055114
637449289	244	32	182	SUPERFAMILY	SSF56770			
637449291	142	41	93	ProSiteProfiles	PS50903	IPR024934	Rubredoxin-like domain	GO:0005506
637449291	142	40	96	SUPERFAMILY	SSF57802			
637449292	337	1	24	ProSiteProfiles	PS51257			
637449292	337	35	335	SUPERFAMILY	SSF110296			
637449293	84	6	83	SUPERFAMILY	SSF161045			
637449294	47	18	32	ProSitePatterns	PS00537	IPR006216	Photosystem II cytochrome b559, conserved site	GO:0009523|GO:0009539|GO:0009767|GO:0015979|GO:0016021|GO:0019684|GO:0020037
637449294	47	15	47	SUPERFAMILY	SSF161045			
637449295	39	4	39	SUPERFAMILY	SSF161017			
637449296	64	33	63	SUPERFAMILY	SSF161021			
637449297	307	68	108	ProSitePatterns	PS01240	IPR018099	Purine phosphorylase, family 2, conserved site	GO:0016763
637449297	307	21	286	SUPERFAMILY	SSF53167			
637449298	730	529	728	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
637449298	730	374	524	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
637449298	730	13	185	SUPERFAMILY	SSF51905			
637449298	730	163	298	SUPERFAMILY	SSF51905			
637449299	415	30	166	SUPERFAMILY	SSF81301			
637449299	415	169	378	SUPERFAMILY	SSF81891			
637449300	802	10	343	ProSiteProfiles	PS51198	IPR014016	UvrD-like Helicase, ATP-binding domain	GO:0005524
637449300	802	344	620	ProSiteProfiles	PS51217	IPR014017	DNA helicase, UvrD-like, C-terminal	GO:0005524|GO:0016787
637449300	802	9	80	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449300	802	110	699	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449301	175	4	174	SUPERFAMILY	SSF46458	IPR009050	Globin-like	
637449307	409	5	224	SUPERFAMILY	SSF53067			
637449307	409	233	407	SUPERFAMILY	SSF53067			
637449308	413	123	133	ProSitePatterns	PS00376	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478|GO:0006556
637449308	413	277	285	ProSitePatterns	PS00377	IPR022631	S-adenosylmethionine synthetase, conserved site	GO:0004478|GO:0006556
637449308	413	3	110	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
637449308	413	120	250	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
637449308	413	251	401	SUPERFAMILY	SSF55973	IPR022636	S-adenosylmethionine synthetase superfamily	GO:0004478|GO:0006556
637449309	363	81	150	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
637449309	363	168	232	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
637449309	363	246	314	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
637449309	363	73	175	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637449309	363	163	237	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637449309	363	243	323	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637449309	363	79	150	SMART	SM00316	IPR022967	RNA-binding domain, S1	
637449309	363	166	232	SMART	SM00316	IPR022967	RNA-binding domain, S1	
637449309	363	244	314	SMART	SM00316	IPR022967	RNA-binding domain, S1	
637449310	159	49	139	ProSiteProfiles	PS51161	IPR005144	ATP-cone	
637449311	32	1	30	SUPERFAMILY	SSF161029			
637449312	507	2	482	SUPERFAMILY	SSF161077			
637449313	120	2	98	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
637449313	120	2	101	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
637449314	50	1	35	SUPERFAMILY	SSF161033			
637449315	289	192	198	ProSitePatterns	PS00092	IPR002052	DNA methylase, N-6 adenine-specific, conserved site	GO:0003676|GO:0008168|GO:0032259
637449315	289	38	288	SUPERFAMILY	SSF53335			
637449316	194	3	187	ProSiteProfiles	PS51163	IPR006070	YrdC-like domain	GO:0003725
637449316	194	6	191	SUPERFAMILY	SSF55821	IPR017945	DHBP synthase RibB-like alpha/beta domain	
637449318	106	40	89	SUPERFAMILY	SSF55229			
637449319	271	5	266	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449320	220	112	214	SUPERFAMILY	SSF63848	IPR005526	Septum formation inhibitor MinC, C-terminal	GO:0000902
637449321	419	55	185	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
637449321	419	2	401	SUPERFAMILY	SSF109604			
637449322	429	90	219	SUPERFAMILY	SSF50156	IPR001478	PDZ domain	GO:0005515
637449322	429	106	192	ProSiteProfiles	PS50106	IPR001478	PDZ domain	GO:0005515
637449322	429	120	193	SMART	SM00228	IPR001478	PDZ domain	GO:0005515
637449322	429	196	384	SMART	SM00245	IPR005151	Interphotoreceptor retinol-binding	GO:0006508|GO:0008236
637449322	429	38	137	SUPERFAMILY	SSF52096			
637449322	429	216	400	SUPERFAMILY	SSF52096			
637449323	218	7	218	ProSiteProfiles	PS51002	IPR005797	Cytochrome b/b6, N-terminal	GO:0009055|GO:0016020|GO:0016491
637449323	218	8	218	SUPERFAMILY	SSF81342	IPR016174	Di-haem cytochrome, transmembrane	GO:0016020|GO:0022904
637449324	160	3	158	SUPERFAMILY	SSF81648	IPR005798	Cytochrome b/b6, C-terminal	GO:0009055|GO:0016020|GO:0016491
637449324	160	66	160	ProSiteProfiles	PS51003	IPR005798	Cytochrome b/b6, C-terminal	GO:0009055|GO:0016020|GO:0016491
637449325	478	33	468	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
637449332	292	258	292	ProSiteProfiles	PS51066	IPR000214	Zinc finger, DNA glycosylase/AP lyase-type	GO:0003906|GO:0006281|GO:0008270|GO:0016799
637449332	292	153	245	SUPERFAMILY	SSF46946	IPR010979	Ribosomal protein S13-like, H2TH	GO:0003676
637449332	292	2	131	ProSiteProfiles	PS51068	IPR012319	DNA glycosylase/AP lyase, catalytic domain	GO:0003684|GO:0003906|GO:0006284|GO:0008270|GO:0016799
637449332	292	2	134	SMART	SM00898	IPR012319	DNA glycosylase/AP lyase, catalytic domain	GO:0003684|GO:0003906|GO:0006284|GO:0008270|GO:0016799
637449332	292	2	157	SUPERFAMILY	SSF81624	IPR012319	DNA glycosylase/AP lyase, catalytic domain	GO:0003684|GO:0003906|GO:0006284|GO:0008270|GO:0016799
637449332	292	267	291	ProSitePatterns	PS01242	IPR015887	DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site	GO:0003677|GO:0003906|GO:0006281|GO:0008270|GO:0016799
637449332	292	241	292	SUPERFAMILY	SSF57716			
637449333	69	2	68	SUPERFAMILY	SSF50090	IPR008990	Electron transport accessory protein-like domain	
637449334	253	52	96	SMART	SM00257	IPR018392	LysM domain	GO:0016998
637449334	253	112	156	SMART	SM00257	IPR018392	LysM domain	GO:0016998
637449334	253	51	95	SUPERFAMILY	SSF54106			
637449334	253	111	155	SUPERFAMILY	SSF54106			
637449335	463	240	251	ProSitePatterns	PS00070	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
637449335	463	21	451	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
637449336	197	18	196	SUPERFAMILY	SSF144091			
637449337	295	5	137	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
637449337	295	4	277	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
637449340	169	24	161	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
637449343	510	2	336	SUPERFAMILY	SSF51905			
637449343	510	458	496	SUPERFAMILY	SSF51905			
637449349	149	1	148	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
637449349	149	2	147	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637449353	138	9	108	SUPERFAMILY	SSF75620			
637449358	209	2	175	SUPERFAMILY	SSF53448			
637449359	113	7	100	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
637449360	315	5	296	SUPERFAMILY	SSF53474			
637449361	207	1	203	SUPERFAMILY	SSF48613	IPR016084	Haem oxygenase-like, multi-helical	
637449362	262	4	259	SUPERFAMILY	SSF53613			
637449364	154	5	138	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
637449367	133	24	120	SUPERFAMILY	SSF46785			
637449369	125	9	125	SUPERFAMILY	SSF75169	IPR027396	DsrEFH-like	
637449370	134	44	134	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
637449370	134	112	127	ProSitePatterns	PS00196	IPR028871	Blue (type 1) copper protein, binding site	
637449371	129	7	99	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
637449374	561	198	430	SUPERFAMILY	SSF53850			
637449375	260	70	249	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
637449375	260	69	248	SUPERFAMILY	SSF161098			
637449376	284	27	258	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449376	284	53	235	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449376	284	158	172	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
637449376	284	39	241	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449377	147	80	147	SUPERFAMILY	SSF55234	IPR003712	Cyanate lyase, C-terminal	GO:0009439
637449377	147	1	77	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
637449384	155	2	155	SUPERFAMILY	SSF54427			
637449388	829	24	110	SMART	SM00974	IPR018306	Bacteriophage T5, Orf172 DNA-binding	
637449388	829	123	267	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449388	829	304	317	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449389	214	8	142	SUPERFAMILY	SSF53335			
637449392	146	1	142	SUPERFAMILY	SSF52304	IPR001874	Dehydroquinase, class II	GO:0003855
637449392	146	6	23	ProSitePatterns	PS01029	IPR018509	Dehydroquinase, class II, conserved site	GO:0003855
637449393	202	12	202	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
637449394	251	18	250	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
637449396	458	4	173	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449396	458	140	438	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449399	212	65	79	ProSitePatterns	PS01211	IPR011078	Uncharacterised protein family UPF0001	
637449399	212	7	208	SUPERFAMILY	SSF51419			
637449401	268	162	267	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
637449401	268	4	160	SUPERFAMILY	SSF51735			
637449402	388	15	381	SUPERFAMILY	SSF53756			
637449403	259	5	79	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
637449403	259	82	245	SUPERFAMILY	SSF57863			
637449404	219	3	217	SUPERFAMILY	SSF51569			
637449405	194	2	109	SUPERFAMILY	SSF69754	IPR003489	Ribosomal protein S30Ae/sigma 54 modulation protein	GO:0044238
637449406	214	75	90	ProSitePatterns	PS01313	IPR020605	Octanoyltransferase, conserved site	GO:0005737|GO:0009107|GO:0016415
637449406	214	17	209	SUPERFAMILY	SSF55681			
637449407	641	203	214	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
637449407	641	31	304	SUPERFAMILY	SSF56801			
637449407	641	372	640	SUPERFAMILY	SSF56801			
637449410	455	3	76	ProSiteProfiles	PS50968	IPR000089	Biotin/lipoyl attachment	
637449410	455	27	56	ProSitePatterns	PS00189	IPR003016	2-oxo acid dehydrogenase, lipoyl-binding site	
637449410	455	149	193	SUPERFAMILY	SSF47005	IPR004167	E3 binding	GO:0008152|GO:0016746
637449410	455	1	92	SUPERFAMILY	SSF51230	IPR011053	Single hybrid motif	
637449410	455	228	450	SUPERFAMILY	SSF52777			
637449411	374	13	365	SUPERFAMILY	SSF111337	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA	GO:0008616|GO:0016740|GO:0016853
637449412	328	34	52	ProSitePatterns	PS00901	IPR001216	Cysteine synthase/cystathionine beta-synthase P-phosphate-binding site	GO:0006535
637449412	328	4	312	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
637449413	489	163	487	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637449414	387	39	385	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637449415	202	90	152	ProSiteProfiles	PS50889	IPR002942	RNA-binding S4 domain	GO:0003723
637449415	202	90	154	SMART	SM00363	IPR002942	RNA-binding S4 domain	GO:0003723
637449415	202	88	112	ProSitePatterns	PS00632	IPR018079	Ribosomal protein S4, conserved site	GO:0005622|GO:0019843
637449415	202	3	200	SUPERFAMILY	SSF55174			
637449416	78	1	19	ProSiteProfiles	PS51257			
637449417	100	1	92	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
637449418	511	347	506	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
637449418	511	107	345	SUPERFAMILY	SSF53623	IPR013221	Mur ligase, central	GO:0005524|GO:0009058
637449418	511	114	138	ProSitePatterns	PS01011	IPR018109	Folylpolyglutamate synthetase, conserved site	GO:0004326|GO:0005524|GO:0009396
637449418	511	1	107	SUPERFAMILY	SSF63418			
637449419	234	5	234	SUPERFAMILY	SSF51735			
637449420	393	9	389	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
637449421	264	15	256	SUPERFAMILY	SSF53335			
637449423	81	10	80	SUPERFAMILY	SSF117916			
637449424	475	15	306	SUPERFAMILY	SSF51905			
637449425	602	403	492	SMART	SM00838	IPR000640	Translation elongation factor EFG, V domain	
637449425	602	47	62	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
637449425	602	170	293	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
637449425	602	297	375	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
637449425	602	404	499	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
637449425	602	5	204	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449426	277	78	268	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
637449426	277	80	264	SUPERFAMILY	SSF161098			
637449427	223	4	173	SUPERFAMILY	SSF75217			
637449430	496	227	483	SUPERFAMILY	SSF48173	IPR005101	DNA photolyase, FAD-binding/Cryptochrome, C-terminal	GO:0003913|GO:0006281
637449431	437	8	157	SUPERFAMILY	SSF48013	IPR006027	NusB/RsmB/TIM44	GO:0003723|GO:0006355
637449431	437	330	341	ProSitePatterns	PS01153	IPR018314	Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p, conserved site	GO:0003723|GO:0008168
637449431	437	142	434	SUPERFAMILY	SSF53335			
637449432	587	213	235	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
637449432	587	264	584	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
637449432	587	46	255	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
637449435	255	1	253	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
637449436	233	4	233	ProSiteProfiles	PS51608	IPR004033	UbiE/COQ5 methyltransferase	GO:0008168
637449436	233	20	35	ProSitePatterns	PS01183	IPR023576	UbiE/COQ5 methyltransferase, conserved site	GO:0008168
637449436	233	6	224	SUPERFAMILY	SSF53335			
637449438	249	11	195	SUPERFAMILY	SSF55681			
637449439	228	6	227	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449439	228	34	221	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449439	228	146	160	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
637449439	228	7	225	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449441	870	117	205	SMART	SM00436	IPR003601	DNA topoisomerase, type IA, domain 2	GO:0003677|GO:0003916|GO:0006265
637449441	870	274	536	SMART	SM00437	IPR003602	DNA topoisomerase, type IA, DNA-binding	GO:0003677|GO:0003916|GO:0006265
637449441	870	3	117	SMART	SM00493	IPR006171	Toprim domain	
637449441	870	3	127	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
637449441	870	4	582	SUPERFAMILY	SSF56712	IPR023405	DNA topoisomerase, type IA, core domain	
637449441	870	311	325	ProSitePatterns	PS00396	IPR023406	DNA topoisomerase, type IA, active site	GO:0003917
637449442	194	1	20	ProSiteProfiles	PS51257			
637449444	385	54	366	SUPERFAMILY	SSF52733	IPR003200	Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase-like	GO:0008939|GO:0009236
637449445	330	79	281	SUPERFAMILY	SSF53850			
637449446	381	282	375	SUPERFAMILY	SSF46548	IPR009051	Alpha-helical ferredoxin	GO:0051536
637449446	381	334	365	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
637449446	381	343	354	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
637449446	381	14	316	SUPERFAMILY	SSF51430	IPR023210	NADP-dependent oxidoreductase domain	
637449447	219	1	88	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
637449447	219	88	193	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
637449447	219	1	92	ProSiteProfiles	PS51177	IPR026017	Lumazine-binding domain	
637449447	219	93	192	ProSiteProfiles	PS51177	IPR026017	Lumazine-binding domain	
637449449	200	20	200	SUPERFAMILY	SSF81452	IPR000298	Cytochrome c oxidase, subunit III	GO:0015002|GO:0016020
637449449	200	27	200	ProSiteProfiles	PS50253	IPR000298	Cytochrome c oxidase, subunit III	GO:0015002|GO:0016020
637449450	541	252	306	ProSitePatterns	PS00077	IPR023615	Cytochrome c oxidase, subunit I, copper-binding site	GO:0004129|GO:0055114
637449450	541	14	528	ProSiteProfiles	PS50855	IPR023616	Cytochrome c oxidase, subunit I domain	GO:0004129|GO:0055114
637449450	541	22	521	SUPERFAMILY	SSF81442	IPR023616	Cytochrome c oxidase, subunit I domain	GO:0004129|GO:0055114
637449451	267	193	241	ProSitePatterns	PS00078	IPR001505	Copper centre Cu(A)	GO:0005507
637449451	267	148	259	ProSiteProfiles	PS50857	IPR002429	Cytochrome c oxidase subunit II C-terminal	GO:0004129|GO:0005507|GO:0016020
637449451	267	145	263	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
637449451	267	20	118	ProSiteProfiles	PS50999	IPR011759	Cytochrome C oxidase subunit II, transmembrane domain	GO:0016021|GO:0022900
637449451	267	29	117	SUPERFAMILY	SSF81464	IPR011759	Cytochrome C oxidase subunit II, transmembrane domain	GO:0016021|GO:0022900
637449453	332	81	103	ProSitePatterns	PS00943	IPR000537	UbiA prenyltransferase family	GO:0004659|GO:0016021
637449454	338	4	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
637449454	338	28	217	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
637449454	338	135	149	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
637449454	338	3	225	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
637449455	274	31	272	ProSiteProfiles	PS51012	IPR000412	ABC-2 transporter	GO:0005524|GO:0006810|GO:0016020|GO:0042626
637449457	581	7	133	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0005524|GO:0044267
637449457	581	404	518	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0005524|GO:0044267
637449457	581	403	414	ProSitePatterns	PS00296	IPR018370	Chaperonin Cpn60, conserved site	GO:0005524|GO:0005737|GO:0006457
637449457	581	182	374	SUPERFAMILY	SSF52029	IPR027409	GroEL-like apical domain	
637449457	581	140	203	SUPERFAMILY	SSF54849			
637449458	249	9	249	SUPERFAMILY	SSF51735			
637449459	223	97	104	ProSitePatterns	PS01295	IPR018294	4-diphosphocytidyl-2C-methyl-D-erythritol synthase, conserved site	GO:0003824|GO:0008299
637449459	223	1	221	SUPERFAMILY	SSF53448			
637449460	290	130	282	SUPERFAMILY	SSF141986	IPR027461	LD-carboxypeptidase A, C-terminal domain	
637449460	290	4	151	SUPERFAMILY	SSF52317			
637449461	295	67	89	ProSitePatterns	PS00943	IPR000537	UbiA prenyltransferase family	GO:0004659|GO:0016021
637449462	532	17	137	SUPERFAMILY	SSF53067			
637449462	532	142	325	SUPERFAMILY	SSF53067			
637449462	532	338	531	SUPERFAMILY	SSF109604			
637449463	163	26	86	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
637449463	163	20	91	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
637449464	251	2	249	SUPERFAMILY	SSF53790	IPR000878	Tetrapyrrole methylase	GO:0008152|GO:0008168
637449465	297	153	165	ProSitePatterns	PS01311	IPR001640	Prolipoprotein diacylglyceryl transferase	GO:0009249|GO:0016020|GO:0016757|GO:0042158
637449466	317	34	317	ProSiteProfiles	PS51010	IPR002325	Cytochrome f	GO:0005506|GO:0009055|GO:0015979|GO:0020037|GO:0031361
637449466	317	204	264	SUPERFAMILY	SSF51246	IPR011054	Rudiment single hybrid motif	
637449466	317	280	315	SUPERFAMILY	SSF103431	IPR024058	Cytochrome f  transmembrane anchor	
