gene_oid	db_name	id
637449427	GeneID	1725817
637449427	UniProtKB	Q7TUD5
637449428	GI	33860980
637449428	GenBank/EMBL	NP_892541
637449428	GeneID	1726960
637449428	UniProt/TrEMBL	Q7V2P9
637449429	GI	33860981
637449429	GenBank/EMBL	NP_892542
637449429	GeneID	1726234
637449429	UniProtKB	Q7V2P8
637449430	GI	33860982
637449430	GenBank/EMBL	NP_892543
637449430	GeneID	1726790
637449430	PIRSF	PIRSF028769
637449430	UniProt/TrEMBL	Q7V2P7
637449431	GI	33860983
637449431	GenBank/EMBL	NP_892544
637449431	GeneID	1726787
637449431	UniProtKB	Q7V2P6
637449432	GI	33860984
637449432	GenBank/EMBL	NP_892545
637449432	GeneID	1726220
637449432	UniProtKB	Q7V2P5
637449433	GI	33860985
637449433	GenBank/EMBL	NP_892546
637449433	GeneID	1726873
637449433	UniProtKB	Q7V2P4
637449434	GI	33860986
637449434	GenBank/EMBL	NP_892547
637449434	GeneID	1725743
637449434	UniProtKB	Q7V2P3
637449435	GI	33860987
637449435	GenBank/EMBL	NP_892548
637449435	GeneID	1726229
637449435	UniProtKB	Q7V2P2
637449436	GI	33860988
637449436	GenBank/EMBL	NP_892549
637449436	GeneID	1727166
637449436	PIRSF	PIRSF004891
637449436	TIGRFam	TIGR01934
637449436	UniProt/TrEMBL	Q7V2P1
637449437	GI	33860989
637449437	GenBank/EMBL	NP_892550
637449437	GeneID	1727241
637449437	UniProt/TrEMBL	Q7V2P0
637449438	GI	33860990
637449438	GenBank/EMBL	NP_892551
637449438	GeneID	1727309
637449438	TIGRFam	TIGR00121
637449438	UniProt/TrEMBL	Q7TUD4
637449439	GI	33860991
637449439	GenBank/EMBL	NP_892552
637449439	GeneID	1727307
637449439	UniProtKB	Q7V2N9
637449440	GI	33860992
637449440	GenBank/EMBL	NP_892553
637449440	GeneID	1727297
637449440	UniProtKB	Q7V2N8
637449441	GI	33860993
637449441	GenBank/EMBL	NP_892554
637449441	GeneID	1727345
637449441	UniProtKB	Q7V2N7
637449442	GI	33860994
637449442	GenBank/EMBL	NP_892555
637449442	GeneID	1727347
637449442	UniProtKB	Q7V2N6
637449443	GI	33860995
637449443	GenBank/EMBL	NP_892556
637449443	GeneID	1727346
637449443	UniProtKB	Q7V2N5
637449444	GI	33860996
637449444	GenBank/EMBL	NP_892557
637449444	GeneID	1727340
637449444	UniProtKB	P59920
637449445	GI	33860997
637449445	GenBank/EMBL	NP_892558
637449445	GeneID	1727337
637449445	UniProtKB	Q7V2N4
637449446	GI	33860998
637449446	GenBank/EMBL	NP_892559
637449446	GeneID	1727334
637449446	PIRSF	PIRSF000097
637449446	UniProt/TrEMBL	Q7V2N3
637449447	GI	33860999
637449447	GenBank/EMBL	NP_892560
637449447	GeneID	1727284
637449447	PIRSF	PIRSF000498
637449447	TIGRFam	TIGR00187
637449447	UniProt/TrEMBL	Q7TUD3
637449448	GI	33861000
637449448	GenBank/EMBL	NP_892561
637449448	GeneID	1727187
637449448	UniProtKB	Q7V2N2
637449449	GI	33861001
637449449	GenBank/EMBL	NP_892562
637449449	GeneID	1727318
637449449	UniProtKB	Q7V2N1
637449450	GI	33861002
637449450	GenBank/EMBL	NP_892563
637449450	GeneID	1727320
637449450	UniProtKB	Q7V2N0
637449451	GI	33861003
637449451	GenBank/EMBL	NP_892564
637449451	GeneID	1727092
637449451	UniProt/TrEMBL	Q7V2M9
637449452	GI	33861004
637449452	GenBank/EMBL	NP_892565
637449452	GeneID	1727304
637449452	UniProtKB	Q7V2M8
637449453	GI	33861005
637449453	GenBank/EMBL	NP_892566
637449453	GeneID	1727293
637449453	PIRSF	PIRSF005924
637449453	TIGRFam	TIGR01473
637449453	UniProt/TrEMBL	Q7V2M7
637449454	GI	33861006
637449454	GenBank/EMBL	NP_892567
637449454	GeneID	1727286
637449454	UniProt/TrEMBL	Q7V2M6
637449455	GI	33861007
637449455	GenBank/EMBL	NP_892568
637449455	GeneID	1727164
637449455	UniProtKB	Q7V2M5
637449456	GI	33861008
637449456	GenBank/EMBL	NP_892569
637449456	GeneID	1727192
637449456	UniProt/TrEMBL	Q7V2M4
637449457	GI	33861009
637449457	GenBank/EMBL	NP_892570
637449457	GeneID	1727104
637449457	UniProtKB	Q7V2M3
637449458	GI	33861010
637449458	GenBank/EMBL	NP_892571
637449458	GeneID	1725628
637449458	UniProtKB	Q7V2M2
637449459	GI	33861011
637449459	GenBank/EMBL	NP_892572
637449459	GeneID	1725709
637449459	PIRSF	PIRSF006765
637449459	TIGRFam	TIGR00453
637449459	UniProt/TrEMBL	Q7V2M1
637449460	GI	33861012
637449460	GenBank/EMBL	NP_892573
637449460	GeneID	1725703
637449460	UniProtKB	Q7V2M0
637449461	GI	33861013
637449461	GenBank/EMBL	NP_892574
637449461	GeneID	1726685
637449461	PIRSF	PIRSF006781
637449461	UniProt/TrEMBL	Q7V2L9
637449462	GI	33861014
637449462	GenBank/EMBL	NP_892575
637449462	GeneID	1726788
637449462	UniProtKB	Q7V2L8
637449463	GI	33861015
637449463	GenBank/EMBL	NP_892576
637449463	GeneID	1725798
637449463	UniProt/TrEMBL	Q7V2L7
637449464	GI	33861016
637449464	GenBank/EMBL	NP_892577
637449464	GeneID	1725668
637449464	UniProtKB	Q7TUD2
637449465	GI	33861017
637449465	GenBank/EMBL	NP_892578
637449465	GeneID	1725611
637449465	PIRSF	PIRSF000492
637449465	TIGRFam	TIGR00544
637449465	UniProt/TrEMBL	Q7V2L6
637449466	GI	33861018
637449466	GenBank/EMBL	NP_892579
637449466	GeneID	1726847
637449466	PIRSF	PIRSF000028
637449466	UniProt/TrEMBL	Q7V2L5
637449467	GI	33861019
637449467	GenBank/EMBL	NP_892580
637449467	GeneID	1726232
637449467	PIRSF	PIRSF000021
637449467	TIGRFam	TIGR01409
637449467	UniProt/TrEMBL	Q7V2L4
637449468	GI	33861020
637449468	GenBank/EMBL	NP_892581
637449468	GeneID	1725632
637449468	UniProtKB	Q7V2L3
637449469	GI	33861021
637449469	GenBank/EMBL	NP_892582
637449469	GeneID	1725955
637449469	PIRSF	PIRSF005515
637449469	TIGRFam	TIGR00945
637449469	UniProt/TrEMBL	Q7V2L2
637449470	GI	33861022
637449470	GenBank/EMBL	NP_892583
637449470	GeneID	1726145
637449470	UniProtKB	Q7V2L1
637449471	GI	33861023
637449471	GenBank/EMBL	NP_892584
637449471	GeneID	1725648
637449471	UniProtKB	Q7V2L0
637449472	GI	33861024
637449472	GenBank/EMBL	NP_892585
637449472	GeneID	1726541
637449472	PIRSF	PIRSF000736
637449472	UniProt/TrEMBL	Q7V2K9
637449473	GI	33861025
637449473	GenBank/EMBL	NP_892586
637449473	GeneID	1725923
637449473	UniProtKB	Q7V2K8
637449474	GI	33861026
637449474	GenBank/EMBL	NP_892587
637449474	GeneID	1725919
637449474	UniProtKB	Q7V2K7
637449475	GI	33861027
637449475	GenBank/EMBL	NP_892588
637449475	GeneID	1726648
637449475	UniProtKB	Q7V2K6
637449476	GI	33861028
637449476	GenBank/EMBL	NP_892589
637449476	GeneID	1726658
637449476	UniProtKB	Q7V2K5
637449477	GI	33861029
637449477	GenBank/EMBL	NP_892590
637449477	GeneID	1726061
637449477	UniProtKB	Q7V2K4
637449478	GI	33861030
637449478	GenBank/EMBL	NP_892591
637449478	GeneID	1726650
637449478	UniProtKB	Q7V2K3
637449480	GI	33861031
637449480	GenBank/EMBL	NP_892592
637449480	GeneID	1726773
637449480	UniProtKB	Q7V2K2
637449482	GI	33861032
637449482	GenBank/EMBL	NP_892593
637449482	GeneID	1726872
637449482	UniProtKB	Q7V2K1
637449483	GI	33861033
637449483	GenBank/EMBL	NP_892594
637449483	GeneID	1727070
637449483	UniProt/TrEMBL	Q7V2K0
637449484	GI	33861034
637449484	GenBank/EMBL	NP_892595
637449484	GeneID	1727087
637449484	UniProtKB	Q7V2J9
637449485	GI	33861035
637449485	GenBank/EMBL	NP_892596
637449485	GeneID	1727069
637449485	UniProt/TrEMBL	Q7V2J8
637449486	GI	33861036
637449486	GenBank/EMBL	NP_892597
637449486	GeneID	1725952
637449486	UniProtKB	Q7V2J7
637449487	GI	33861037
637449487	GenBank/EMBL	NP_892598
637449487	GeneID	1727030
637449487	UniProtKB	Q7V2J6
637449488	GI	33861038
637449488	GenBank/EMBL	NP_892599
637449488	GeneID	1726821
637449488	UniProtKB	Q7V2J5
637449489	GI	33861039
637449489	GenBank/EMBL	NP_892600
637449489	GeneID	1726231
637449489	UniProtKB	Q7V2J4
637449490	GI	33861040
637449490	GenBank/EMBL	NP_892601
637449490	GeneID	1726761
637449490	PIRSF	PIRSF000519
637449490	TIGRFam	TIGR00713
637449490	UniProt/TrEMBL	Q7V2J3
637449491	GI	33861041
637449491	GenBank/EMBL	NP_892602
637449491	GeneID	1726771
637449491	PIRSF	PIRSF000978
637449491	TIGRFam	TIGR00195
637449491	TIGRFam	TIGR00633
637449491	UniProt/TrEMBL	Q7V2J2
637449492	GI	33861042
637449492	GenBank/EMBL	NP_892603
637449492	GeneID	1726765
637449492	UniProtKB	Q7V2J1
637449493	GI	33861043
637449493	GenBank/EMBL	NP_892604
637449493	GeneID	1726287
637449493	UniProtKB	Q7V2J0
637449494	GI	33861044
637449494	GenBank/EMBL	NP_892605
637449494	GeneID	1725719
637449494	UniProtKB	Q7V2I9
637449495	GI	33861045
637449495	GenBank/EMBL	NP_892606
637449495	GeneID	1726706
637449495	UniProtKB	Q7V2I8
637449496	GI	33861046
637449496	GenBank/EMBL	NP_892607
637449496	GeneID	1726114
637449496	UniProtKB	Q7V2I7
637449497	GI	33861047
637449497	GenBank/EMBL	NP_892608
637449497	GeneID	1725696
637449497	UniProtKB	Q7V2I6
637449498	GI	33861048
637449498	GenBank/EMBL	NP_892609
637449498	GeneID	1726851
637449498	PIRSF	PIRSF001416
637449498	UniProt/TrEMBL	Q7V2I5
637449499	GI	33861049
637449499	GenBank/EMBL	NP_892610
637449499	GeneID	1725903
637449499	PIRSF	PIRSF004681
637449499	TIGRFam	TIGR00149
637449499	UniProt/TrEMBL	Q7V2I4
637449500	GI	33861050
637449500	GenBank/EMBL	NP_892611
637449500	GeneID	1726266
637449500	UniProtKB	Q7V2I3
637449501	GI	33861051
637449501	GenBank/EMBL	NP_892612
637449501	GeneID	1726044
637449501	UniProtKB	Q7V2I2
637449502	GI	33861052
637449502	GenBank/EMBL	NP_892613
637449502	GeneID	1726431
637449502	UniProtKB	Q7V2I1
637449503	GI	33861053
637449503	GenBank/EMBL	NP_892614
637449503	GeneID	1726069
637449503	UniProtKB	Q7V2I0
637449504	GI	33861054
637449504	GenBank/EMBL	NP_892615
637449504	GeneID	1726256
637449504	TIGRFam	TIGR00595
637449504	UniProt/TrEMBL	Q7V2H9
637449505	GI	33861055
637449505	GenBank/EMBL	NP_892616
637449505	GeneID	1725659
637449505	UniProt/TrEMBL	Q7V2H8
637449506	GI	33861056
637449506	GenBank/EMBL	NP_892617
637449506	GeneID	1726652
637449506	PIRSF	PIRSF000728
637449506	TIGRFam	TIGR00761
637449506	UniProt/TrEMBL	Q7TUD1
637449507	GI	33861057
637449507	GenBank/EMBL	NP_892618
637449507	GeneID	1725829
637449507	UniProtKB	Q7V2H7
637449508	GI	33861058
637449508	GenBank/EMBL	NP_892619
637449508	GeneID	1726805
637449508	UniProtKB	Q7V2H6
637449509	GI	33861059
637449509	GenBank/EMBL	NP_892620
637449509	GeneID	1726107
637449509	UniProtKB	Q7V2H5
637449510	GI	33861060
637449510	GenBank/EMBL	NP_892621
637449510	GeneID	1726491
637449510	UniProt/TrEMBL	Q7V2H4
637449511	GI	33861061
637449511	GenBank/EMBL	NP_892622
637449511	GeneID	1726661
637449511	UniProtKB	Q7V2H3
637449512	GI	33861062
637449512	GenBank/EMBL	NP_892623
637449512	GeneID	1725922
637449512	UniProtKB	Q7V2H2
637449513	GI	33861063
637449513	GenBank/EMBL	NP_892624
637449513	GeneID	1726700
637449513	UniProtKB	Q7V2H1
637449514	GI	33861064
637449514	GenBank/EMBL	NP_892625
637449514	GeneID	1725681
637449514	UniProtKB	Q7TUD0
637449515	GI	33861065
637449515	GenBank/EMBL	NP_892626
637449515	GeneID	1727138
637449515	PIRSF	PIRSF001535
637449515	TIGRFam	TIGR00409
637449515	UniProt/TrEMBL	Q7V2H0
637449516	GI	33861066
637449516	GenBank/EMBL	NP_892627
637449516	GeneID	1725637
637449516	UniProtKB	Q7TUC9
637449517	GI	33861067
637449517	GenBank/EMBL	NP_892628
637449517	GeneID	1726280
637449517	UniProtKB	Q7TTQ3
637449518	GI	33861068
637449518	GenBank/EMBL	NP_892629
637449518	GeneID	1725949
637449518	PIRSF	PIRSF001264
637449518	UniProt/TrEMBL	Q7V2G9
637449519	GI	33861069
637449519	GenBank/EMBL	NP_892630
637449519	GeneID	1725689
637449519	UniProtKB	Q7V2G8
637449520	GI	33861070
637449520	GenBank/EMBL	NP_892631
637449520	GeneID	1726153
637449520	UniProtKB	Q7V2G7
637449521	GI	33861071
637449521	GenBank/EMBL	NP_892632
637449521	GeneID	1726260
637449521	UniProtKB	Q7V2G6
637449522	GI	33861072
637449522	GenBank/EMBL	NP_892633
637449522	GeneID	1725973
637449522	UniProtKB	Q7V2G5
637449523	GI	33861073
637449523	GenBank/EMBL	NP_892634
637449523	GeneID	1725826
637449523	UniProtKB	Q7V2G4
637449524	GI	33861074
637449524	GenBank/EMBL	NP_892635
637449524	GeneID	1726102
637449524	UniProt/TrEMBL	Q7V2G3
637449525	GI	33861075
637449525	GenBank/EMBL	NP_892636
637449525	GeneID	1725816
637449525	UniProtKB	Q7V2G2
637449526	GI	33861076
637449526	GenBank/EMBL	NP_892637
637449526	GeneID	1725615
637449526	PIRSF	PIRSF000419
637449526	TIGRFam	TIGR00874
637449526	UniProt/TrEMBL	Q7V2G1
637449527	GI	33861077
637449527	GenBank/EMBL	NP_892638
637449527	GeneID	1725925
637449527	UniProtKB	Q7V2G0
637449528	GI	33861078
637449528	GenBank/EMBL	NP_892639
637449528	GeneID	1725828
637449528	PIRSF	PIRSF003057
637449528	TIGRFam	TIGR00496
637449528	UniProt/TrEMBL	Q7V2F9
637449529	GI	33861079
637449529	GenBank/EMBL	NP_892640
637449529	GeneID	1726703
637449529	PIRSF	PIRSF005650
637449529	TIGRFam	TIGR02075
637449529	UniProt/TrEMBL	Q7V2F8
637449530	GI	33861080
637449530	GenBank/EMBL	NP_892641
637449530	GeneID	1725957
637449530	UniProtKB	Q7V2F7
637449531	GI	33861081
637449531	GenBank/EMBL	NP_892642
637449531	GeneID	1725981
637449531	UniProt/TrEMBL	Q7V2F6
637449532	GI	33861082
637449532	GenBank/EMBL	NP_892643
637449532	GeneID	1726744
637449532	PIRSF	PIRSF001457
637449532	TIGRFam	TIGR00109
637449532	UniProt/TrEMBL	Q7V2F5
637449533	GI	33861083
637449533	GenBank/EMBL	NP_892644
637449533	GeneID	1725914
637449533	UniProtKB	Q7V2F4
637449534	GI	33861084
637449534	GenBank/EMBL	NP_892645
637449534	GeneID	1725882
637449534	UniProt/TrEMBL	Q7V2F3
637449535	GI	33861085
637449535	GenBank/EMBL	NP_892646
637449535	GeneID	1726701
637449535	UniProtKB	Q7V2F2
637449536	GI	33861086
637449536	GenBank/EMBL	NP_892647
637449536	GeneID	1727077
637449536	UniProtKB	Q7V2F1
637449537	GI	33861087
637449537	GenBank/EMBL	NP_892648
637449537	GeneID	1726687
637449537	UniProt/TrEMBL	Q7V2F0
637449538	GI	33861088
637449538	GenBank/EMBL	NP_892649
637449538	GeneID	1726103
637449538	PIRSF	PIRSF016488
637449538	UniProt/TrEMBL	Q7V2E9
637449539	GI	33861089
637449539	GenBank/EMBL	NP_892650
637449539	GeneID	1726597
637449539	UniProtKB	Q7V2E8
637449540	GI	33861090
637449540	GenBank/EMBL	NP_892651
637449540	GeneID	1726109
637449540	PIRSF	PIRSF026396
637449540	UniProt/TrEMBL	Q7V2E7
637449541	GI	33861091
637449541	GenBank/EMBL	NP_892652
637449541	GeneID	1726679
637449541	UniProtKB	Q7V2E6
637449542	GI	33861092
637449542	GenBank/EMBL	NP_892653
637449542	GeneID	1725974
637449542	PIRSF	PIRSF000092
637449542	UniProt/TrEMBL	Q7V2E5
637449543	GI	33861093
637449543	GenBank/EMBL	NP_892654
637449543	GeneID	1726682
637449543	UniProt/TrEMBL	Q7V2E4
637449544	GI	33861094
637449544	GenBank/EMBL	NP_892655
637449544	GeneID	1727130
637449544	PIRSF	PIRSF001385
637449544	UniProt/TrEMBL	Q7V2E3
637449545	GI	33861095
637449545	GenBank/EMBL	NP_892656
637449545	GeneID	1727135
637449545	UniProt/TrEMBL	Q7V2E2
637449546	GI	33861096
637449546	GenBank/EMBL	NP_892657
637449546	GeneID	1727128
637449546	UniProt/TrEMBL	Q7V2E1
637449547	GI	33861097
637449547	GenBank/EMBL	NP_892658
637449547	GeneID	1725765
637449547	UniProtKB	Q7V2E0
637449548	GI	33861098
637449548	GenBank/EMBL	NP_892659
637449548	GeneID	1726593
637449548	UniProtKB	Q7V2D9
637449549	GI	33861099
637449549	GenBank/EMBL	NP_892660
637449549	GeneID	1726289
637449549	UniProtKB	Q7V2D8
637449550	GI	33861100
637449550	GenBank/EMBL	NP_892661
637449550	GeneID	1726662
637449550	UniProtKB	Q7V2D7
637449551	GI	33861101
637449551	GenBank/EMBL	NP_892662
637449551	GeneID	1726258
637449551	PIRSF	PIRSF000163
637449551	TIGRFam	TIGR01278
637449551	UniProt/TrEMBL	Q7V2D6
637449552	GI	33861102
637449552	GenBank/EMBL	NP_892663
637449552	GeneID	1725781
637449552	PIRSF	PIRSF000162
637449552	TIGRFam	TIGR01279
637449552	UniProt/TrEMBL	Q7V2D5
637449553	GI	33861103
637449553	GenBank/EMBL	NP_892664
637449553	GeneID	1726626
637449553	UniProtKB	Q7V2D4
637449554	GI	33861104
637449554	GenBank/EMBL	NP_892665
637449554	GeneID	1726230
637449554	UniProtKB	Q7V2D3
637449555	GI	33861105
637449555	GenBank/EMBL	NP_892666
637449555	GeneID	1726315
637449555	PIRSF	PIRSF006167
637449555	UniProt/TrEMBL	Q7V2D2
637449556	GI	33861106
637449556	GenBank/EMBL	NP_892667
637449556	GeneID	1726302
637449556	PIRSF	PIRSF015828
637449556	UniProt/TrEMBL	Q7V2D1
637449557	GI	33861107
637449557	GenBank/EMBL	NP_892668
637449557	GeneID	1727133
637449557	UniProtKB	Q7V2D0
637449558	GI	33861108
637449558	GenBank/EMBL	NP_892669
637449558	GeneID	1726719
637449558	UniProtKB	Q7V2C9
637449559	GI	33861109
637449559	GenBank/EMBL	NP_892670
637449559	GeneID	1725804
637449559	UniProt/TrEMBL	Q7V2C8
637449560	GI	33861110
637449560	GenBank/EMBL	NP_892671
637449560	GeneID	1726239
637449560	UniProtKB	Q7V2C7
637449561	GI	33861111
637449561	GenBank/EMBL	NP_892672
637449561	GeneID	1725629
637449561	UniProtKB	Q7V2C6
637449562	GI	33861112
637449562	GenBank/EMBL	NP_892673
637449562	GeneID	1725678
637449562	UniProtKB	Q7V2C5
637449563	GI	33861113
637449563	GenBank/EMBL	NP_892674
637449563	GeneID	1726411
637449563	UniProtKB	Q7V2C4
637449564	GI	33861114
637449564	GenBank/EMBL	NP_892675
637449564	GeneID	1725808
637449564	UniProtKB	Q7V2C3
637449565	GI	33861115
637449565	GenBank/EMBL	NP_892676
637449565	GeneID	1726104
637449565	UniProtKB	Q7V2C2
637449566	GI	33861116
637449566	GenBank/EMBL	NP_892677
637449566	GeneID	1726060
637449566	PIRSF	PIRSF005457
637449566	UniProt/TrEMBL	Q7V2C1
637449567	GI	33861117
637449567	GenBank/EMBL	NP_892678
637449567	GeneID	1726272
637449567	UniProtKB	Q7V2C0
637449568	GI	33861118
637449568	GenBank/EMBL	NP_892679
637449568	GeneID	1726599
637449568	UniProtKB	Q7V2B9
637449569	GI	33861119
637449569	GenBank/EMBL	NP_892680
637449569	GeneID	1725857
637449569	PIRSF	PIRSF017977
637449569	UniProt/TrEMBL	Q7V2B8
637449570	GI	33861120
637449570	GenBank/EMBL	NP_892681
637449570	GeneID	1726681
637449570	UniProtKB	Q7V2B7
637449571	GI	33861121
637449571	GenBank/EMBL	NP_892682
637449571	GeneID	1726042
637449571	UniProtKB	Q7V2B6
637449572	GI	33861122
637449572	GenBank/EMBL	NP_892683
637449572	GeneID	1726264
637449572	PIRSF	PIRSF003070
637449572	TIGRFam	TIGR00362
637449572	UniProt/TrEMBL	P0A3A2
637449573	GI	33861123
637449573	GenBank/EMBL	NP_892684
637449573	GeneID	1725767
637449573	UniProtKB	Q7V2B5
637449574	GI	33861124
637449574	GenBank/EMBL	NP_892685
637449574	GeneID	1726221
637449574	UniProtKB	Q7V2B4
637449575	GI	33861125
637449575	GenBank/EMBL	NP_892686
637449575	GeneID	1727109
637449575	UniProtKB	Q7V2B3
637449576	GI	33861126
637449576	GenBank/EMBL	NP_892687
637449576	GeneID	1726624
637449576	PIRSF	PIRSF001237
637449576	TIGRFam	TIGR00856
637449576	UniProt/TrEMBL	Q7V2B2
637449578	GI	33861127
637449578	GenBank/EMBL	NP_892688
637449578	GeneID	1726804
637449578	UniProtKB	Q7V2B1
637449579	GI	33861128
637449579	GenBank/EMBL	NP_892689
637449579	GeneID	1726281
637449579	UniProtKB	Q7V2B0
637449580	GI	33861129
637449580	GenBank/EMBL	NP_892690
637449580	GeneID	1726689
637449580	PIRSF	PIRSF001411
637449580	TIGRFam	TIGR00262
637449580	UniProt/TrEMBL	Q7TUC8
637449581	GI	33861130
637449581	GenBank/EMBL	NP_892691
637449581	GeneID	1726822
637449581	UniProt/TrEMBL	Q7V2A9
637449582	GI	33861131
637449582	GenBank/EMBL	NP_892692
637449582	GeneID	1726692
637449582	UniProt/TrEMBL	Q7V2A8
637449583	GI	33861132
637449583	GenBank/EMBL	NP_892693
637449583	GeneID	1725977
637449583	UniProtKB	Q7V2A7
637449584	GI	33861133
637449584	GenBank/EMBL	NP_892694
637449584	GeneID	1726627
637449584	UniProt/TrEMBL	Q7V2A6
637449585	GI	33861134
637449585	GenBank/EMBL	NP_892695
637449585	GeneID	1725724
637449585	UniProtKB	Q7V2A5
637449586	GI	33861135
637449586	GenBank/EMBL	NP_892696
637449586	GeneID	1726317
637449586	PIRSF	PIRSF001258
637449586	UniProt/TrEMBL	Q7TUC7
637449587	GI	33861136
637449587	GenBank/EMBL	NP_892697
637449587	GeneID	1725868
637449587	PIRSF	PIRSF006113
637449587	UniProt/TrEMBL	Q7V2A4
637449588	GI	33861137
637449588	GenBank/EMBL	NP_892698
637449588	GeneID	1726725
637449588	UniProtKB	Q7V2A3
637449589	GI	33861138
637449589	GenBank/EMBL	NP_892699
637449589	GeneID	1725691
637449589	UniProtKB	Q7V2A2
637449590	GI	33861139
637449590	GenBank/EMBL	NP_892700
637449590	GeneID	1725646
637449590	PIRSF	PIRSF020864
637449590	UniProt/TrEMBL	Q7V2A1
637449591	GI	33861140
637449591	GenBank/EMBL	NP_892701
637449591	GeneID	1726695
637449591	UniProtKB	Q7V2A0
637449592	GI	33861141
637449592	GenBank/EMBL	NP_892702
637449592	GeneID	1725811
637449592	UniProtKB	Q7V299
637449593	GI	33861142
637449593	GenBank/EMBL	NP_892703
637449593	GeneID	1726848
637449593	UniProtKB	Q7V298
637449594	GI	33861143
637449594	GenBank/EMBL	NP_892704
637449594	GeneID	1726307
637449594	UniProt/TrEMBL	Q7V297
637449595	GI	33861144
637449595	GenBank/EMBL	NP_892705
637449595	GeneID	1727146
637449595	UniProtKB	Q7V296
637449596	GI	33861145
637449596	GenBank/EMBL	NP_892706
637449596	GeneID	1725675
637449596	UniProt/TrEMBL	Q7V295
637449597	GI	33861146
637449597	GenBank/EMBL	NP_892707
637449597	GeneID	1726469
637449597	UniProt/TrEMBL	Q7V294
637449598	GI	33861147
637449598	GenBank/EMBL	NP_892708
637449598	GeneID	1726117
637449598	UniProtKB	Q7V293
637449599	GI	33861148
637449599	GenBank/EMBL	NP_892709
637449599	GeneID	1726425
637449599	UniProtKB	Q7V292
637449600	GI	33861149
637449600	GenBank/EMBL	NP_892710
637449600	GeneID	1726035
637449600	UniProt/TrEMBL	Q7V291
637449601	GI	33861150
637449601	GenBank/EMBL	NP_892711
637449601	GeneID	1726293
637449601	UniProtKB	Q7V290
637449602	GI	33861151
637449602	GenBank/EMBL	NP_892712
637449602	GeneID	1726852
637449603	GI	33861152
637449603	GenBank/EMBL	NP_892713
637449603	GeneID	1726290
637449603	PIRSF	PIRSF000676
637449603	TIGRFam	TIGR00191
637449603	UniProt/TrEMBL	Q7V289
637449604	GI	33861153
637449604	GenBank/EMBL	NP_892714
637449604	GeneID	1726240
637449604	UniProtKB	Q7V288
637449605	GI	33861154
637449605	GenBank/EMBL	NP_892715
637449605	GeneID	1725813
637449605	UniProtKB	Q7V287
637449606	GI	33861155
637449606	GenBank/EMBL	NP_892716
637449606	GeneID	1726704
637449606	PIRSF	PIRSF001518
637449606	TIGRFam	TIGR00233
637449606	UniProt/TrEMBL	Q7V286
637449607	GI	33861156
637449607	GenBank/EMBL	NP_892717
637449607	GeneID	1726827
637449607	UniProt/TrEMBL	Q7V285
637449608	GI	33861157
637449608	GenBank/EMBL	NP_892718
637449608	GeneID	1726043
637449608	UniProt/TrEMBL	Q7V284
637449609	GI	33861158
637449609	GenBank/EMBL	NP_892719
637449609	GeneID	1725779
637449609	PIRSF	PIRSF029508
637449609	UniProt/TrEMBL	Q7V283
637449610	GI	33861159
637449610	GenBank/EMBL	NP_892720
637449610	GeneID	1725959
637449610	UniProtKB	Q7V282
637449611	GI	33861160
637449611	GenBank/EMBL	NP_892721
637449611	GeneID	1725770
637449611	UniProtKB	Q7V281
637449612	GI	33861161
637449612	GenBank/EMBL	NP_892722
637449612	GeneID	1725988
637449612	UniProtKB	Q7V280
637449613	GI	33861162
637449613	GenBank/EMBL	NP_892723
637449613	GeneID	1727236
637449613	UniProtKB	Q7V279
637449614	GI	33861163
637449614	GenBank/EMBL	NP_892724
637449614	GeneID	1726337
637449614	PIRSF	PIRSF001208
637449614	TIGRFam	TIGR02227
637449614	UniProt/TrEMBL	Q7V278
637449615	GI	33861164
637449615	GenBank/EMBL	NP_892725
637449615	GeneID	1725943
637449615	UniProtKB	Q7V277
637449616	GI	33861165
637449616	GenBank/EMBL	NP_892726
637449616	GeneID	1725908
637449616	PIRSF	PIRSF001407
637449616	TIGRFam	TIGR01929
637449616	UniProt/TrEMBL	Q7V276
637449617	GI	33861166
637449617	GenBank/EMBL	NP_892727
637449617	GeneID	1726433
637449617	UniProtKB	Q7V275
637449618	GI	33861167
637449618	GenBank/EMBL	NP_892728
637449618	GeneID	1726602
637449618	PIRSF	PIRSF001562
637449618	TIGRFam	TIGR01143
637449618	UniProt/TrEMBL	Q7TUC5
637449619	GI	33861168
637449619	GenBank/EMBL	NP_892729
637449619	GeneID	1727110
637449619	PIRSF	PIRSF005812
637449619	UniProt/TrEMBL	Q7V274
637449620	GI	33861169
637449620	GenBank/EMBL	NP_892730
637449620	GeneID	1727134
637449620	UniProtKB	Q7V273
637449621	GI	33861170
637449621	GenBank/EMBL	NP_892731
637449621	GeneID	1726224
637449621	UniProtKB	Q7V272
637449622	GI	33861171
637449622	GenBank/EMBL	NP_892732
637449622	GeneID	1726298
637449622	PIRSF	PIRSF016034
637449622	UniProt/TrEMBL	Q7V271
637449623	GI	33861172
637449623	GenBank/EMBL	NP_892733
637449623	GeneID	1726678
637449623	UniProtKB	Q7V270
637449624	GI	33861173
637449624	GenBank/EMBL	NP_892734
637449624	GeneID	1725915
637449624	UniProt/TrEMBL	Q7V269
637449625	GI	33861174
637449625	GenBank/EMBL	NP_892735
637449625	GeneID	1726601
637449625	PIRSF	PIRSF001402
