gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
637449267	46	5	46	2	42	5.2e-24	83.9	pfam02533	PsbK	42
637449268	334	8	124	1	120	1.9e-26	92.9	pfam01408	GFO_IDH_MocA	120
637449268	334	145	229	32	111	1.1e-05	25.2	pfam02894	GFO_IDH_MocA_C	115
637449269	422	1	190	2	177	1.1e-27	96.5	pfam01595	DUF21	183
637449269	422	205	264	1	53	3.3e-05	23.5	pfam00571	CBS	57
637449269	422	343	421	6	79	3.4e-19	68.3	pfam03471	CorC_HlyC	81
637449272	282	11	142	7	115	1.7e-05	24.3	pfam01571	GCV_T	211
637449273	472	80	204	66	160	7.4e-07	29.2	pfam01930	Cas_Cas4	162
637449273	472	296	469	2	163	1.1e-25	90.4	pfam13482	RNase_H_2	164
637449274	486	8	147	2	130	1.2e-26	92.8	pfam02878	PGM_PMM_I	138
637449274	486	162	272	3	104	7.6e-20	71.1	pfam02879	PGM_PMM_II	104
637449274	486	277	388	9	110	3.8e-20	72	pfam02880	PGM_PMM_III	113
637449274	486	396	476	2	64	1.4e-10	41	pfam00408	PGM_PMM_IV	73
637449275	191	4	186	1	186	2.1e-57	193.5	pfam01725	Ham1p_like	189
637449276	507	34	507	2	485	6.6e-119	397.6	pfam03055	RPE65	486
637449277	201	34	178	1	145	4.6e-64	214.6	pfam00475	IGPD	145
637449278	260	14	256	1	240	1.7e-81	273.5	pfam13561	adh_short_C2	241
637449279	197	11	133	2	119	4.7e-09	35.9	pfam00578	AhpC-TSA	124
637449280	401	13	387	2	362	1.0e-106	357	pfam01041	DegT_DnrJ_EryC1	363
637449281	478	6	170	2	156	4.6e-44	150	pfam00875	DNA_photolyase	165
637449281	478	214	478	1	274	2.0e-91	306	pfam03441	FAD_binding_7	277
637449282	187	46	181	4	127	1.8e-14	53.5	pfam00293	NUDIX	135
637449283	187	13	170	30	127	5.9e-22	77.7	pfam01288	HPPK	127
637449284	720	160	363	105	326	4.2e-08	32.3	pfam00493	MCM	331
637449284	720	526	716	2	161	2.0e-14	54	pfam13519	VWA_2	172
637449285	281	36	129	4	78	1.4e-11	44.2	pfam02470	MCE	81
637449286	272	34	188	1	137	1.2e-27	96.8	pfam00005	ABC_tran	137
637449287	440	119	384	1	253	2.6e-91	306	pfam01933	UPF0052	301
637449288	176	53	162	2	103	6.9e-31	106.5	pfam00329	Complex1_30kDa	103
637449289	244	59	170	31	130	6.8e-25	87.1	pfam01058	Oxidored_q6	131
637449290	120	9	119	3	102	6.8e-31	106.1	pfam00507	Oxidored_q4	102
637449291	142	43	90	1	45	2.8e-13	49.4	pfam00301	Rubredoxin	47
637449292	337	29	336	2	303	2.1e-124	414.4	pfam14870	PSII_BNR	303
637449293	84	9	37	1	29	1.5e-11	43.3	pfam00283	Cytochrom_B559	29
637449293	84	45	84	1	40	6.7e-21	73.5	pfam00284	Cytochrom_B559a	40
637449294	47	10	38	3	29	2.1e-17	62	pfam00283	Cytochrom_B559	29
637449295	39	3	39	2	37	2.5e-23	81.2	pfam02419	PsbL	37
637449296	64	26	64	2	38	8.4e-19	66.8	pfam01788	PsbJ	40
637449297	307	21	264	1	232	2.1e-38	131.6	pfam01048	PNP_UDP_1	234
637449298	730	392	497	11	96	8.6e-06	25.9	pfam00586	AIRS	96
637449298	730	535	730	1	126	1.7e-08	34.6	pfam02769	AIRS_C	153
637449299	415	35	169	2	125	5.9e-24	84.6	pfam01743	PolyA_pol	126
637449300	802	12	322	1	315	5.1e-78	262.5	pfam00580	UvrD-helicase	315
637449300	802	334	673	2	350	1.1e-91	307.9	pfam13361	UvrD_C	351
637449301	175	6	175	2	156	3.3e-35	121.1	pfam00502	Phycobilisome	157
637449302	183	7	177	1	169	2.4e-46	157.7	pfam09367	CpeS	170
637449304	211	60	179	1	122	1.1e-11	45	pfam09335	SNARE_assoc	123
637449307	409	234	408	3	195	1.1e-14	54.5	pfam02782	FGGY_C	198
637449308	413	2	102	2	100	2.2e-40	136.9	pfam00438	S-AdoMet_synt_N	100
637449308	413	120	249	2	120	5.3e-43	145.7	pfam02772	S-AdoMet_synt_M	120
637449308	413	251	397	1	138	4.4e-66	220.8	pfam02773	S-AdoMet_synt_C	138
637449309	363	77	150	2	74	1.8e-12	47.1	pfam00575	S1	74
637449309	363	164	232	2	74	9.4e-12	44.8	pfam00575	S1	74
637449309	363	242	314	2	74	7.4e-23	80.4	pfam00575	S1	74
637449310	159	49	137	1	88	4.5e-18	65.4	pfam03477	ATP-cone	90
637449311	32	1	29	1	28	2.3e-12	46.2	pfam01405	PsbT	29
637449312	507	1	497	1	437	0.0e+00	595.3	pfam00421	PSII	437
637449313	120	6	90	7	77	2.8e-08	33.3	pfam00111	Fer2	78
637449314	50	1	31	1	30	8.4e-17	60.4	pfam05151	PsbM	31
637449315	289	100	283	29	162	1.3e-16	60.4	pfam05175	MTS	170
637449316	194	11	185	2	179	2.6e-30	104.9	pfam01300	Sua5_yciO_yrdC	179
637449318	106	18	88	1	70	7.3e-26	89.4	pfam03776	MinE	70
637449319	271	8	213	1	178	1.6e-33	115.7	pfam01656	CbiA	195
637449320	220	111	214	5	104	1.9e-20	72.4	pfam03775	MinC_C	105
637449321	419	59	179	1	70	2.5e-09	37.1	pfam01966	HD	122
637449322	429	120	202	2	80	8.5e-08	31.9	pfam13180	PDZ_2	82
637449322	429	222	383	2	166	4.5e-54	182.3	pfam03572	Peptidase_S41	169
637449323	218	94	218	1	123	4.2e-39	134	pfam13631	Cytochrom_B_N_2	168
637449324	160	65	159	1	85	1.2e-17	63.9	pfam00032	Cytochrom_B_C	102
637449325	478	24	470	1	435	0.0e+00	628.7	pfam12899	Glyco_hydro_100	436
637449332	292	2	134	1	116	2.6e-29	101.9	pfam01149	Fapy_DNA_glyco	116
637449332	292	152	244	1	89	6.7e-27	93	pfam06831	H2TH	93
637449332	292	264	292	1	29	1.4e-07	31	pfam06827	zf-FPG_IleRS	30
637449333	69	3	69	1	59	5.9e-31	105.6	pfam02427	PSI_PsaE	61
637449334	253	53	96	1	43	3.4e-08	33.2	pfam01476	LysM	44
637449334	253	113	156	1	43	4.9e-10	39.1	pfam01476	LysM	44
637449335	463	14	434	50	462	9.8e-74	248.3	pfam00171	Aldedh	462
637449336	197	47	197	6	138	1.6e-11	44.4	pfam01694	Rhomboid	146
637449337	295	41	121	4	78	4.0e-09	36.5	pfam13508	Acetyltransf_7	79
637449338	84	7	83	2	74	5.2e-32	109	pfam11302	DUF3104	75
637449340	169	2	164	28	166	1.2e-22	80.3	pfam01786	AOX	207
637449343	510	9	76	1	56	3.5e-13	49.3	pfam13450	NAD_binding_8	68
637449345	71	1	49	1	49	1.6e-14	53.5	pfam07862	Nif11	49
637449347	96	6	94	1	47	2.7e-18	64.8	pfam02416	MttA_Hcf106	53
637449349	149	3	125	1	123	2.4e-32	111.2	pfam00578	AhpC-TSA	124
637449350	99	14	97	1	84	3.5e-44	148.6	pfam13319	DUF4090	84
637449353	138	2	137	5	113	3.6e-23	81.5	pfam00472	RF-1	114
637449354	82	6	82	2	74	6.9e-20	70.9	pfam07864	DUF1651	75
637449356	292	132	231	2	90	7.5e-14	51.6	pfam02517	Abi	92
637449357	277	88	272	124	279	4.2e-12	45.6	pfam01531	Glyco_transf_11	298
637449358	209	1	171	33	134	6.9e-08	32.3	pfam00535	Glycos_transf_2	169
637449359	113	19	83	2	64	1.2e-16	60.2	pfam07045	DUF1330	65
637449360	315	62	237	1	80	6.9e-20	71.5	pfam00561	Abhydrolase_1	230
637449361	207	15	206	15	207	1.4e-35	122.9	pfam03070	TENA_THI-4	210
637449362	262	13	257	1	245	8.0e-84	280.6	pfam08543	Phos_pyr_kin	246
637449364	154	7	138	2	138	5.4e-39	133.2	pfam06172	Cupin_5	139
637449367	133	33	109	10	68	4.7e-05	23.6	pfam13463	HTH_27	68
637449368	106	3	93	1	90	1.9e-32	111.5	pfam11746	DUF3303	91
637449369	125	8	124	4	116	8.6e-12	45.1	pfam02635	DrsE	122
637449370	134	36	134	16	99	5.7e-06	26.4	pfam00127	Copper-bind	99
637449371	129	9	87	2	77	7.9e-10	38.6	pfam03992	ABM	78
637449372	102	3	93	1	91	8.0e-37	125.5	pfam11746	DUF3303	91
637449374	561	195	435	3	252	5.8e-72	242.1	pfam13379	NMT1_2	252
637449375	260	88	259	1	177	2.2e-20	72.9	pfam00528	BPD_transp_1	185
637449376	284	44	186	1	136	4.2e-31	108	pfam00005	ABC_tran	137
637449377	147	75	147	3	73	3.9e-37	125.6	pfam02560	Cyanate_lyase	73
637449378	63	6	62	1	49	1.0e-16	59.7	pfam02416	MttA_Hcf106	53
637449380	122	11	116	48	137	4.2e-05	23	pfam06835	LptC	176
637449382	90	2	83	1	90	2.9e-26	91.6	pfam11746	DUF3303	91
637449383	93	2	90	1	91	6.4e-26	90.5	pfam11746	DUF3303	91
637449384	155	4	146	1	143	1.8e-68	228.8	pfam07080	DUF1348	143
637449387	260	54	259	1	209	9.8e-30	103.9	pfam04402	SIMPL	210
637449388	829	16	111	2	98	6.7e-07	29.6	pfam10544	T5orf172	100
637449388	829	123	317	2	184	1.5e-06	28.1	pfam04851	ResIII	184
637449392	146	1	140	1	139	1.3e-58	196.2	pfam01220	DHquinase_II	140
637449393	202	56	202	97	240	2.6e-39	135	pfam06175	MiaE	240
637449394	251	19	238	2	205	4.0e-38	131.2	pfam00590	TP_methylase	210
637449395	160	14	129	2	114	1.4e-53	179.5	pfam08853	DUF1823	116
637449396	458	5	121	2	116	2.0e-23	82.5	pfam01926	MMR_HSR1	116
637449396	458	179	297	2	116	1.3e-24	86.4	pfam01926	MMR_HSR1	116
637449396	458	355	436	1	80	2.9e-28	97.6	pfam14714	KH_dom-like	80
637449397	304	16	261	2	213	6.8e-22	78.1	pfam02361	CbiQ	224
637449398	88	2	88	2	88	1.0e-37	127.8	pfam12058	DUF3539	88
637449399	212	3	211	8	217	1.0e-30	106.9	pfam01168	Ala_racemase_N	218
637449400	191	78	150	2	72	8.5e-26	89.6	pfam04472	DUF552	73
637449401	268	4	101	1	96	8.1e-11	42.2	pfam03807	F420_oxidored	96
637449401	268	161	267	2	106	9.7e-30	102.7	pfam14748	P5CR_dimer	107
637449402	388	23	186	23	174	9.9e-10	38.4	pfam13439	Glyco_transf_4	177
637449402	388	194	361	11	172	1.1e-26	93.3	pfam00534	Glycos_transf_1	172
637449403	259	1	79	1	80	4.9e-19	67.9	pfam11967	RecO_N	80
637449403	259	83	252	2	117	7.0e-14	51.6	pfam02565	RecO_C	118
637449405	194	2	100	1	96	3.6e-25	88.2	pfam02482	Ribosomal_S30AE	97
637449406	214	54	163	21	124	7.7e-12	45.3	pfam03099	BPL_LplA_LipB	125
637449407	641	37	514	10	416	1.1e-91	307.2	pfam00501	AMP-binding	417
637449408	148	7	145	1	130	3.1e-45	153.4	pfam11068	YlqD	131
637449410	455	3	76	1	72	4.6e-19	67.8	pfam00364	Biotin_lipoyl	74
637449410	455	153	191	1	39	4.6e-13	48.5	pfam02817	E3_binding	39
637449410	455	230	455	3	229	1.1e-68	231	pfam00198	2-oxoacid_dh	231
637449411	374	13	366	1	340	4.2e-123	410.4	pfam02547	Queuosine_synth	341
637449412	328	8	303	3	306	9.6e-63	212.2	pfam00291	PALP	306
637449413	489	162	487	126	385	2.4e-36	124.8	pfam01053	Cys_Met_Meta_PP	386
637449414	387	14	385	1	385	3.3e-119	397.6	pfam01053	Cys_Met_Meta_PP	386
637449415	202	2	89	1	94	5.1e-27	94	pfam00163	Ribosomal_S4	94
637449415	202	90	137	2	48	3.2e-18	64.8	pfam01479	S4	48
637449416	78	9	76	2	68	1.2e-29	101.6	pfam01809	Haemolytic	68
637449417	100	2	91	1	81	7.2e-19	67.8	pfam05768	DUF836	81
637449418	511	25	104	1	60	5.0e-09	36.1	pfam01225	Mur_ligase	83
637449418	511	116	326	1	187	4.6e-38	131.1	pfam08245	Mur_ligase_M	188
637449418	511	346	438	2	90	1.6e-20	72.9	pfam02875	Mur_ligase_C	91
637449419	234	3	166	3	163	8.6e-11	42	pfam00106	adh_short	167
637449420	393	22	382	45	369	3.1e-36	124.9	pfam00266	Aminotran_5	371
637449421	264	71	233	2	135	4.1e-23	81.6	pfam13847	Methyltransf_31	152
637449423	81	13	80	1	68	8.8e-29	99	pfam01106	NifU	68
637449424	475	1	473	15	487	0.0e+00	583.1	pfam06039	Mqo	489
637449425	602	7	187	2	187	5.9e-55	185.6	pfam00009	GTP_EFTU	188
637449425	602	210	280	1	74	1.8e-06	27.9	pfam03144	GTP_EFTU_D2	74
637449425	602	403	492	2	87	8.7e-22	76.8	pfam00679	EFG_C	89
637449425	602	493	600	1	107	8.9e-48	160.6	pfam06421	LepA_C	108
637449426	277	96	276	1	175	2.9e-24	85.6	pfam00528	BPD_transp_1	185
637449427	223	21	161	2	142	1.4e-35	122.2	pfam00588	SpoU_methylase	142
637449427	223	165	223	1	54	2.3e-19	68.6	pfam12105	SpoU_methylas_C	57
637449428	130	7	117	2	114	9.5e-19	68.5	pfam04134	DUF393	114
637449429	78	6	77	1	72	4.3e-33	113	pfam10985	DUF2805	73
637449430	496	4	225	2	224	1.7e-55	187.9	pfam04244	DPRP	224
637449430	496	228	438	4	206	2.4e-14	53.2	pfam03441	FAD_binding_7	277
637449431	437	6	129	23	134	6.1e-19	68.3	pfam01029	NusB	134
637449431	437	173	433	3	246	8.2e-58	196	pfam01189	Nol1_Nop2_Fmu	283
637449432	587	56	232	5	177	1.9e-56	190.1	pfam00912	Transgly	178
637449432	587	315	580	7	301	1.1e-23	83.7	pfam00905	Transpeptidase	304
637449433	315	28	309	2	231	8.1e-38	130.1	pfam01040	UbiA	257
637449434	76	10	75	1	64	6.3e-28	96.2	pfam11061	DUF2862	64
637449435	255	5	237	1	229	3.5e-88	294.7	pfam00977	His_biosynth	229
637449436	233	1	230	4	221	2.3e-42	144.7	pfam01209	Ubie_methyltran	233
637449437	144	1	83	13	89	8.3e-14	51.5	pfam05258	DUF721	89
637449438	249	37	155	19	125	8.1e-14	51.7	pfam03099	BPL_LplA_LipB	125
637449439	228	25	174	1	136	9.4e-33	113.4	pfam00005	ABC_tran	137
637449440	506	129	402	1	268	3.3e-66	223.3	pfam00361	Oxidored_q1	270
637449441	870	4	126	1	100	4.1e-24	84.4	pfam01751	Toprim	100
637449441	870	140	574	1	402	3.4e-121	404.8	pfam01131	Topoisom_bac	403
637449441	870	665	731	1	55	1.2e-08	35.2	pfam13368	Toprim_C_rpt	61
637449441	870	727	787	1	50	2.3e-09	37.6	pfam13368	Toprim_C_rpt	61
637449441	870	795	866	6	53	7.8e-12	45.4	pfam13368	Toprim_C_rpt	61
637449443	212	20	205	2	196	3.1e-11	42.8	pfam09991	DUF2232	290
637449444	385	89	307	105	255	1.5e-18	67	pfam02277	DBI_PRT	327
637449446	381	18	276	3	282	1.0e-30	106.5	pfam00248	Aldo_ket_red	283
637449446	381	286	358	1	61	1.9e-09	37.7	pfam13534	Fer4_17	61
637449447	219	3	82	1	83	6.8e-17	61.1	pfam00677	Lum_binding	85
637449447	219	95	182	1	83	2.2e-23	81.9	pfam00677	Lum_binding	85
637449448	117	39	114	1	70	4.6e-29	100.1	pfam14250	AbrB-like	71
637449449	200	16	200	77	255	7.8e-36	123.8	pfam00510	COX3	258
637449450	541	30	476	1	447	0.0e+00	539.5	pfam00115	COX1	447
637449451	267	18	110	4	84	4.3e-11	42.6	pfam02790	COX2_TM	84
637449451	267	153	248	46	119	7.6e-16	58	pfam00116	COX2	120
637449452	311	20	285	5	301	1.5e-53	181.6	pfam02628	COX15-CtaA	302
637449453	332	39	299	2	256	6.3e-28	97.6	pfam01040	UbiA	257
637449454	338	19	163	1	136	8.0e-31	107.1	pfam00005	ABC_tran	137
637449455	274	13	228	3	209	2.2e-36	124.9	pfam01061	ABC2_membrane	210
637449457	581	22	522	1	484	3.8e-114	381.9	pfam00118	Cpn60_TCP1	485
637449458	249	10	178	1	166	6.4e-44	149.8	pfam00106	adh_short	167
637449459	223	1	222	1	220	2.7e-71	239.6	pfam01128	IspD	221
637449460	290	11	277	1	284	2.9e-62	210.1	pfam02016	Peptidase_S66	284
637449461	295	25	287	3	223	3.8e-27	95.1	pfam01040	UbiA	257
637449462	532	16	326	2	284	7.1e-72	241.9	pfam02541	Ppx-GppA	285
637449463	163	25	86	3	60	1.9e-16	59.4	pfam13413	HTH_25	62
637449464	251	4	209	1	198	1.9e-40	138.8	pfam00590	TP_methylase	210
637449465	297	11	285	4	255	2.7e-69	232.9	pfam01790	LGT	256
637449466	317	201	316	1	115	5.0e-46	155.3	pfam01333	Apocytochr_F_C	118
637449467	178	7	45	2	38	3.1e-19	68.6	pfam08802	CytB6-F_Fe-S	39
637449467	178	68	157	23	93	4.2e-17	61.4	pfam00355	Rieske	97
637449468	105	6	104	1	99	7.8e-40	134.9	pfam11267	DUF3067	99
637449469	252	18	225	2	214	3.4e-58	196.5	pfam00902	TatC	215
637449471	566	2	351	1	351	5.2e-66	223	pfam05833	FbpA	455
637449471	566	443	530	6	90	8.9e-21	73.5	pfam05670	DUF814	90
637449472	184	4	184	2	181	2.0e-53	180.5	pfam00625	Guanylate_kin	183
637449473	44	2	39	5	37	6.2e-20	70.6	pfam01701	PSI_PsaJ	37
637449474	184	11	176	63	175	6.4e-35	120.2	pfam02507	PSI_PsaF	176
637449475	356	27	318	2	267	1.9e-86	289.9	pfam00814	Peptidase_M22	268
637449477	399	7	391	3	378	2.5e-32	111.8	pfam00999	Na_H_Exchanger	380
637449478	478	3	318	4	314	2.5e-101	338.4	pfam00749	tRNA-synt_1c	314
637449482	160	46	158	2	112	6.6e-48	161.1	pfam01245	Ribosomal_L19	113
637449484	279	38	268	2	205	1.0e-47	162.4	pfam00557	Peptidase_M24	207
637449486	369	3	218	3	198	4.0e-13	49.4	pfam13500	AAA_26	199
637449486	369	221	327	1	105	1.3e-26	92.2	pfam07085	DRTGG	105
637449488	165	4	165	2	160	2.4e-53	180.2	pfam04461	DUF520	160
637449489	268	36	218	2	179	7.1e-26	91.1	pfam01145	Band_7	179
637449490	433	41	351	3	313	1.8e-66	224.3	pfam00202	Aminotran_3	339
637449491	281	4	255	1	249	1.5e-25	90.5	pfam03372	Exo_endo_phos	249
637449494	407	4	391	2	381	2.2e-122	408.5	pfam01969	DUF111	382
637449495	314	20	303	25	293	4.8e-14	52.3	pfam03706	UPF0104	294
637449496	531	92	273	5	184	1.1e-16	60.8	pfam00528	BPD_transp_1	185
637449496	531	339	530	9	172	9.0e-06	25.3	pfam00528	BPD_transp_1	185
637449497	364	7	183	1	177	7.0e-53	178.6	pfam02492	cobW	178
637449497	364	269	357	1	93	1.0e-19	69.9	pfam07683	CobW_C	94
637449498	96	1	95	5	95	3.9e-29	100.2	pfam01329	Pterin_4a	96
637449499	161	18	147	2	118	2.9e-40	136.7	pfam01894	UPF0047	118
637449500	501	1	497	10	493	1.7e-117	393	pfam02074	Peptidase_M32	494
637449501	195	31	187	1	156	1.5e-47	160.9	pfam00719	Pyrophosphatase	156
637449502	316	5	220	2	214	1.3e-90	302	pfam01379	Porphobil_deam	215
637449502	316	228	299	3	73	7.6e-24	83.6	pfam03900	Porphobil_deamC	74
637449503	396	85	121	1	37	6.8e-13	48	pfam00140	Sigma70_r1_2	37
637449503	396	164	234	1	71	2.6e-24	84.5	pfam04542	Sigma70_r2	71
637449503	396	243	319	1	77	1.6e-26	91.9	pfam04539	Sigma70_r3	78
637449503	396	331	384	1	50	2.6e-22	77.8	pfam04545	Sigma70_r4	50
637449504	758	223	391	14	167	2.7e-14	53	pfam00270	DEAD	169
637449504	758	531	620	19	78	1.5e-09	37.5	pfam00271	Helicase_C	78
637449505	368	150	358	2	208	1.7e-58	197.5	pfam11353	DUF3153	209
637449506	284	24	261	2	242	1.9e-39	135.6	pfam00696	AA_kinase	242
637449507	176	21	164	1	144	6.2e-52	175	pfam11016	DUF2854	147
637449509	149	1	99	1	102	1.2e-11	44.3	pfam00436	SSB	104
637449510	269	9	264	2	247	4.3e-57	193.3	pfam02571	CbiJ	250
637449511	108	3	103	4	100	1.7e-22	78.9	pfam03091	CutA1	102
637449512	338	40	331	14	297	5.5e-53	180	pfam00294	PfkB	301
637449513	436	3	422	2	420	0.0e+00	576.9	pfam00709	Adenylsucc_synt	421
637449514	145	3	141	38	145	9.2e-38	129.4	pfam13326	PSII_Pbs27	145
637449515	600	50	223	3	168	9.6e-32	109.9	pfam00587	tRNA-synt_2b	173
637449515	600	260	393	1	57	1.1e-04	22	pfam04073	tRNA_edit	123
637449515	600	499	591	2	93	9.0e-17	60.8	pfam03129	HGTP_anticodon	94
637449518	182	16	170	1	154	9.8e-49	164.7	pfam00719	Pyrophosphatase	156
637449519	122	11	120	1	107	5.1e-29	100.5	pfam03960	ArsC	110
637449520	228	34	75	1	36	3.4e-10	39.4	pfam00717	Peptidase_S24	70
637449520	228	55	206	51	132	1.2e-04	21.5	pfam10502	Peptidase_S26	138
637449521	417	52	383	4	290	3.6e-17	63.2	pfam13147	Amidohydro_4	304
637449522	442	4	169	1	158	1.7e-35	122.4	pfam00300	His_Phos_1	158
637449522	442	228	384	1	157	5.9e-38	130.4	pfam00300	His_Phos_1	158
637449523	452	352	442	3	92	5.6e-18	64.8	pfam02517	Abi	92
637449525	583	61	219	5	175	8.9e-21	74.7	pfam03717	PBP_dimer	179
637449525	583	259	561	1	304	6.5e-65	219.1	pfam00905	Transpeptidase	304
637449526	333	14	317	1	286	1.1e-95	320.1	pfam00923	Transaldolase	287
637449527	377	5	53	1	34	2.0e-08	33.5	pfam01266	DAO	358
637449528	182	16	180	2	165	2.7e-62	209.1	pfam01765	RRF	165
637449529	234	4	213	1	242	9.2e-29	100.6	pfam00696	AA_kinase	242
637449530	231	57	231	2	172	5.1e-66	221.5	pfam02572	CobA_CobO_BtuR	172
637449531	389	207	370	13	169	1.2e-05	25	pfam00589	Phage_integrase	173
637449532	391	3	326	1	314	1.6e-110	369	pfam00762	Ferrochelatase	316
637449533	587	21	191	2	165	5.0e-54	182.3	pfam02776	TPP_enzyme_N	172
637449533	587	216	351	1	136	4.7e-48	162.4	pfam00205	TPP_enzyme_M	137
637449533	587	410	558	1	153	5.8e-50	168.8	pfam02775	TPP_enzyme_C	153
637449535	260	22	260	30	233	1.7e-55	187.6	pfam02578	Cu-oxidase_4	234
637449536	301	18	296	1	270	4.7e-97	324.1	pfam06485	DUF1092	270
637449537	405	131	203	4	72	2.1e-05	24.5	pfam00575	S1	74
637449537	405	217	285	4	72	4.1e-07	30	pfam00575	S1	74
637449537	405	295	367	5	72	1.4e-13	50.7	pfam00575	S1	74
637449538	265	10	253	2	236	4.8e-65	218.9	pfam02633	Creatininase	237
637449539	238	20	238	1	219	1.2e-118	394.5	pfam11266	DUF3066	219
637449540	346	142	262	5	120	2.1e-08	34.3	pfam01488	Shikimate_DH	135
637449541	335	5	149	2	145	1.2e-62	209.7	pfam03255	ACCA	145
637449542	235	2	168	3	165	3.3e-30	105.2	pfam00106	adh_short	167
637449543	246	59	238	2	178	5.2e-53	178.9	pfam01227	GTP_cyclohydroI	179
637449544	220	8	214	1	196	9.1e-33	113.4	pfam00697	PRAI	197
637449545	408	54	208	5	190	1.6e-09	36.9	pfam02163	Peptidase_M50	192
637449546	223	41	166	14	121	4.8e-10	39.5	pfam03099	BPL_LplA_LipB	125
637449547	34	10	33	6	29	6.3e-05	22.4	pfam07465	PsaM	29
637449549	334	7	144	2	124	1.8e-11	44.2	pfam00106	adh_short	167
637449550	295	30	294	3	266	7.7e-85	284.3	pfam00142	Fer4_NifH	273
637449551	526	11	423	2	397	1.1e-81	274.5	pfam00148	Oxidored_nitro	398
637449551	526	478	522	1	45	7.8e-16	57.6	pfam08369	PCP_red	45
637449552	418	17	397	4	349	8.7e-30	103.6	pfam00148	Oxidored_nitro	398
637449554	256	190	256	2	64	3.4e-10	39.4	pfam00936	BMC	75
637449555	195	7	188	1	188	7.0e-49	165.7	pfam01725	Ham1p_like	189
637449556	98	3	80	2	75	2.8e-24	84.5	pfam00936	BMC	75
637449557	471	13	138	2	126	2.8e-56	188.6	pfam02788	RuBisCO_large_N	126
637449557	471	146	454	1	309	0.0e+00	538.2	pfam00016	RuBisCO_large	309
637449558	113	15	113	2	97	2.7e-31	107.3	pfam00101	RuBisCO_small	99
637449559	765	155	580	1	427	0.0e+00	669	pfam12288	CsoS2_M	427
637449560	509	44	502	1	459	0.0e+00	742.2	pfam08936	CsoSCA	459
637449561	88	1	76	1	83	4.1e-20	71.9	pfam03319	EutN_CcmL	83
637449562	73	1	68	11	83	2.3e-19	69.5	pfam03319	EutN_CcmL	83
637449563	79	1	72	21	72	1.8e-05	24.3	pfam01329	Pterin_4a	96
637449564	75	6	70	1	64	5.0e-31	105.9	pfam11334	DUF3136	65
637449565	130	9	129	1	120	7.9e-41	138.6	pfam01042	Ribonuc_L-PSP	121
637449566	246	13	175	6	194	1.0e-24	87.2	pfam00753	Lactamase_B	194
637449567	215	51	208	1	150	9.1e-47	158.6	pfam01634	HisG	163
637449568	598	22	303	3	272	1.0e-33	116.9	pfam00664	ABC_membrane	275
637449568	598	373	521	2	137	2.0e-31	109.1	pfam00005	ABC_tran	137
637449569	176	82	163	13	78	4.4e-12	45.9	pfam13508	Acetyltransf_7	79
637449570	227	5	214	1	162	1.6e-20	73.4	pfam00535	Glycos_transf_2	169
637449571	202	34	165	5	122	1.4e-24	86	pfam09837	DUF2064	122
637449572	463	5	68	3	64	2.1e-19	68.8	pfam11638	DnaA_N	65
637449572	463	124	342	1	217	1.9e-89	299	pfam00308	Bac_DnaA	219
637449572	463	365	434	1	70	1.6e-24	85.5	pfam08299	Bac_DnaA_C	70
637449573	412	49	126	5	72	2.9e-18	65.8	pfam13417	GST_N_3	75
637449574	459	11	318	1	198	9.7e-37	126.8	pfam07992	Pyr_redox_2	201
637449574	459	180	260	1	74	6.6e-20	71.3	pfam00070	Pyr_redox	80
637449574	459	347	458	1	109	6.2e-33	113.1	pfam02852	Pyr_redox_dim	110
637449575	359	16	145	2	135	5.9e-20	71.2	pfam01699	Na_Ca_ex	140
637449575	359	186	319	1	138	2.5e-33	114.6	pfam01699	Na_Ca_ex	140
637449576	349	6	323	8	295	5.6e-19	68.9	pfam01979	Amidohydro_1	333
637449578	77	1	76	8	80	9.6e-31	105.3	pfam10716	NdhL	82
637449579	106	1	104	1	104	2.7e-38	130.1	pfam11460	DUF3007	104
637449580	279	22	278	2	258	1.7e-96	321.7	pfam00290	Trp_syntA	259
637449581	91	18	88	1	70	3.3e-30	103.7	pfam14250	AbrB-like	71
637449582	90	3	87	2	94	4.8e-08	33	pfam03795	YCII	95
637449584	124	57	96	2	40	1.1e-14	53.6	pfam06803	DUF1232	40
637449585	307	1	37	3	34	7.2e-06	25.5	pfam00140	Sigma70_r1_2	37
637449585	307	69	139	1	71	1.5e-21	75.7	pfam04542	Sigma70_r2	71
637449585	307	148	231	1	65	1.5e-07	31.1	pfam04539	Sigma70_r3	78
637449585	307	243	295	4	50	2.6e-12	45.8	pfam04545	Sigma70_r4	50
637449586	221	34	109	1	74	3.1e-35	119.6	pfam01502	PRA-CH	75
637449586	221	130	217	6	82	2.7e-12	46.7	pfam01503	PRA-PH	83
637449587	154	9	150	4	121	1.2e-26	92.7	pfam01242	PTPS	123
637449588	860	19	70	2	52	4.3e-03	16.9	pfam02861	Clp_N	53
637449588	860	95	128	3	26	1.7e+00	8.6	pfam02861	Clp_N	53
637449588	860	200	338	2	126	9.7e-16	58.1	pfam00004	AAA	132
637449588	860	599	764	1	171	1.2e-49	168.4	pfam07724	AAA_2	171
637449588	860	770	850	1	80	1.7e-22	79.1	pfam10431	ClpB_D2-small	81
