gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
637449393	202	37.7	14	202	12	199	5.0e-43	167	COG4445	Hydroxylase for synthesis of 2-methylthio-cis-ribozeatin in tRNA	203
637449394	251	29.74	20	249	4	228	2.0e-39	156	COG2243	Precorrin-2 methylase	234
637449396	458	50.11	1	441	1	441	0.0e+00	521	COG1160	Predicted GTPases	444
637449397	304	21.43	9	301	3	252	2.0e-08	53.1	COG0619	ABC-type cobalt transport system, permease component CbiQ and related transporters	252
637449399	212	36.57	2	212	13	228	5.0e-54	204	COG0325	Predicted enzyme with a TIM-barrel fold	228
637449400	191	32.68	1	152	1	150	3.0e-27	115	COG1799	Uncharacterized protein conserved in bacteria	167
637449401	268	36.7	2	266	1	262	5.0e-56	211	COG0345	Pyrroline-5-carboxylate reductase	266
637449402	388	27.37	14	384	15	379	5.0e-31	128	COG0438	Glycosyltransferase	381
637449404	219	24.02	17	215	17	220	2.0e-13	69.1	COG0274	Deoxyribose-phosphate aldolase	228
637449405	194	40.74	1	108	1	105	5.0e-17	81	COG1544	Ribosome-associated protein Y (PSrp-1)	110
637449406	214	37.24	20	214	24	217	2.0e-49	188	COG0321	Lipoate-protein ligase B	221
637449407	641	31.57	17	641	3	609	1.0e-119	424	COG1022	Long-chain acyl-CoA synthetases (AMP-forming)	613
637449410	455	33.48	1	454	1	403	1.0e-78	287	COG0508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	404
637449411	374	43.42	13	368	2	345	3.0e-101	362	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	348
637449412	328	55.52	4	310	1	299	6.0e-109	387	COG0031	Cysteine synthase	300
637449413	489	28.31	176	487	77	393	9.0e-51	195	COG0626	Cystathionine beta-lyases/cystathionine gamma-synthases	396
637449414	387	44.9	9	386	4	394	7.0e-117	414	COG0626	Cystathionine beta-lyases/cystathionine gamma-synthases	396
637449415	202	45.85	1	200	1	205	6.0e-50	190	COG0522	Ribosomal protein S4 and related proteins	205
637449416	78	48	4	78	1	75	3.0e-21	93.5	COG0759	Uncharacterized conserved protein	92
637449418	511	40	24	507	8	475	2.0e-117	416	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
637449419	234	21.8	5	196	8	203	2.0e-14	73	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637449420	393	22.82	2	389	5	402	4.0e-48	185	COG0520	Selenocysteine lyase	405
637449423	81	60.81	11	81	12	85	7.0e-19	85.4	COG0694	Thioredoxin-like proteins and domains	93
637449424	475	28.34	1	429	14	402	7.0e-70	258	COG0579	Predicted dehydrogenase	429
637449425	602	67.61	1	602	1	602	0.0e+00	1005	COG0481	Membrane GTPase LepA	603
637449426	277	36.59	1	276	8	283	2.0e-53	202	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
637449428	130	22.22	5	130	10	134	2.0e-12	64.5	COG3011	Uncharacterized protein conserved in bacteria	137
637449430	496	34.71	1	495	2	502	9.0e-115	407	COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	505
637449431	437	37.02	95	437	1	354	1.0e-78	287	COG0144	tRNA and rRNA cytosine-C5-methylases	355
637449432	587	31.3	4	583	14	597	1.0e-117	417	COG0744	Membrane carboxypeptidase (penicillin-binding protein)	661
637449433	315	29	19	315	12	288	6.0e-29	121	COG0382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	289
637449435	255	61.57	1	254	1	255	2.0e-104	372	COG0107	Imidazoleglycerol-phosphate synthase	256
637449436	233	28.57	4	233	8	237	6.0e-42	164	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
637449439	228	50.88	5	228	1	226	1.0e-76	279	COG1136	ABC-type antimicrobial peptide transport system, ATPase component	226
637449440	506	37.86	9	492	2	474	2.0e-94	340	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	475
637449441	870	47.48	5	594	3	561	0.0e+00	568	COG0550	Topoisomerase IA	570
637449444	385	27.64	26	364	16	340	2.0e-41	163	COG2038	NaMN:DMB phosphoribosyltransferase	347
637449446	381	31.57	8	381	4	391	6.0e-67	248	COG1453	Predicted oxidoreductases of the aldo/keto reductase family	391
637449447	219	45.85	1	202	1	202	3.0e-59	221	COG0307	Riboflavin synthase alpha chain	204
637449449	200	35.75	1	200	2	206	2.0e-39	155	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
637449450	541	52.47	21	521	7	512	0.0e+00	541	COG0843	Heme/copper-type cytochrome/quinol oxidases, subunit 1	566
637449451	267	29.76	10	260	1	223	7.0e-47	180	COG1622	Heme/copper-type cytochrome/quinol oxidases, subunit 2	247
637449452	311	25.36	32	290	35	312	3.0e-27	115	COG1612	Uncharacterized protein required for cytochrome oxidase assembly	323
637449453	332	39.14	12	315	3	304	1.0e-61	230	COG0109	Polyprenyltransferase (cytochrome oxidase assembly factor)	304
637449454	338	39.56	1	314	2	293	5.0e-68	251	COG1131	ABC-type multidrug transport system, ATPase component	293
637449457	581	39.05	1	530	2	523	1.0e-110	393	COG0459	Chaperonin GroEL (HSP60 family)	524
637449458	249	47.43	6	248	2	251	5.0e-60	224	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637449459	223	39.01	1	221	5	227	1.0e-60	226	COG1211	4-diphosphocytidyl-2-methyl-D-erithritol synthase	230
637449460	290	29.68	4	289	6	311	3.0e-50	192	COG1619	Uncharacterized proteins, homologs of microcin C7 resistance protein MccF	313
637449461	295	30.45	7	294	7	287	2.0e-31	130	COG0382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	289
637449462	532	35.89	17	511	5	475	8.0e-96	344	COG0248	Exopolyphosphatase	492
637449464	251	43.48	1	251	1	253	3.0e-74	271	COG2875	Precorrin-4 methylase	254
637449465	297	31.56	1	292	1	281	3.0e-46	178	COG0682	Prolipoprotein diacylglyceryltransferase	287
637449467	178	30.68	5	173	2	177	9.0e-29	119	COG0723	Rieske Fe-S protein	177
637449469	252	33.33	13	250	6	250	1.0e-41	163	COG0805	Sec-independent protein secretion pathway component TatC	255
637449471	566	23.29	1	563	5	564	1.0e-46	181	COG1293	Predicted RNA-binding protein homologous to eukaryotic snRNP	564
637449472	184	48.6	6	184	5	182	4.0e-58	217	COG0194	Guanylate kinase	191
637449475	356	45.87	3	351	2	342	1.0e-107	383	COG0533	Metal-dependent proteases with possible chaperone activity	342
637449477	399	28.61	1	399	2	412	4.0e-28	119	COG0025	NhaP-type Na+/H+ and K+/H+ antiporters	429
637449478	478	38.18	6	463	13	457	5.0e-113	401	COG0008	Glutamyl- and glutaminyl-tRNA synthetases	472
637449482	160	59.29	45	157	2	114	1.0e-36	145	COG0335	Ribosomal protein L19	115
637449484	279	48.41	29	278	3	253	9.0e-86	310	COG0024	Methionine aminopeptidase	255
637449485	237	16.5	5	180	6	195	2.0e-06	46.4	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637449486	369	27.55	1	357	1	349	1.0e-49	190	COG0857	BioD-like N-terminal domain of phosphotransacetylase	354
637449488	165	40.96	1	165	1	164	1.0e-34	139	COG1666	Uncharacterized protein conserved in bacteria	165
637449489	268	23.58	16	220	2	205	2.0e-16	79.7	COG0330	Membrane protease subunits, stomatin/prohibitin homologs	291
637449490	433	61.41	10	433	7	431	0.0e+00	621	COG0001	Glutamate-1-semialdehyde aminotransferase	432
637449491	281	45.15	1	264	1	261	4.0e-81	294	COG0708	Exonuclease III	261
637449494	407	33.77	5	389	4	372	3.0e-71	262	COG1641	Uncharacterized conserved protein	387
637449496	531	26.77	39	519	18	524	6.0e-58	218	COG1178	ABC-type Fe3+ transport system, permease component	540
637449497	364	35.36	6	356	1	320	1.0e-73	270	COG0523	Putative GTPases (G3E family)	323
637449498	96	40.21	1	95	1	97	2.0e-21	94.2	COG2154	Pterin-4a-carbinolamine dehydratase	101
637449499	161	34.9	1	148	1	137	1.0e-31	129	COG0432	Uncharacterized conserved protein	137
637449500	501	34.58	1	496	2	494	3.0e-115	408	COG2317	Zn-dependent carboxypeptidase	497
637449501	195	43.48	27	187	12	171	4.0e-39	154	COG0221	Inorganic pyrophosphatase	171
637449502	316	53.57	5	311	3	307	2.0e-105	376	COG0181	Porphobilinogen deaminase	307
637449503	396	52.08	83	395	6	341	7.0e-87	314	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
637449504	758	34	17	758	6	730	0.0e+00	578	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	730
637449506	284	53.99	23	282	2	263	3.0e-82	298	COG0548	Acetylglutamate kinase	265
637449509	149	18.18	1	149	3	167	6.0e-09	53.6	COG0629	Single-stranded DNA-binding protein	167
637449510	269	21.51	10	266	4	256	2.0e-25	109	COG2099	Precorrin-6x reductase	257
637449511	108	35.92	2	102	1	103	9.0e-16	75.3	COG1324	Uncharacterized protein involved in tolerance to divalent cations	104
637449512	338	26.73	15	327	1	297	1.0e-42	166	COG0524	Sugar kinases, ribokinase family	311
637449513	436	56.28	1	428	1	430	0.0e+00	618	COG0104	Adenylosuccinate synthase	430
637449518	182	43.27	1	170	1	171	2.0e-41	161	COG0221	Inorganic pyrophosphatase	171
637449519	122	39.13	8	122	3	116	2.0e-22	97.5	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
637449520	228	22.56	3	143	5	166	6.0e-09	54.6	COG0681	Signal peptidase I	166
637449521	417	23.06	17	412	7	411	2.0e-28	120	COG0044	Dihydroorotase and related cyclic amidohydrolases	430
637449522	442	34.95	228	411	4	187	5.0e-40	159	COG0406	Fructose-2,6-bisphosphatase	208
637449523	452	26.17	241	450	8	221	4.0e-07	49.9	COG1266	Predicted metal-dependent membrane protease	226
637449525	583	31.86	1	571	1	596	2.0e-97	350	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
637449526	333	35.74	5	319	1	239	1.0e-56	213	COG0176	Transaldolase	239
637449527	377	24.36	1	375	1	388	2.0e-44	173	COG0644	Dehydrogenases (flavoproteins)	396
637449528	182	57.54	4	182	9	187	2.0e-54	205	COG0233	Ribosome recycling factor	187
637449529	234	61.28	1	234	3	237	2.0e-88	318	COG0528	Uridylate kinase	238
637449530	231	48.5	32	231	1	198	1.0e-61	229	COG2109	ATP:corrinoid adenosyltransferase	198
637449532	391	42.07	1	328	3	320	2.0e-96	346	COG0276	Protoheme ferro-lyase (ferrochelatase)	320
637449533	587	50.27	21	579	2	549	0.0e+00	639	COG0028	Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]	550
637449535	260	27.57	46	258	49	245	8.0e-36	143	COG1496	Uncharacterized conserved protein	249
637449538	265	35.48	13	259	6	248	9.0e-45	173	COG1402	Uncharacterized protein, putative amidase	250
637449540	346	51.74	1	333	11	348	6.0e-93	334	COG5322	Predicted dehydrogenase	351
637449541	335	58.28	6	319	4	317	1.0e-125	442	COG0825	Acetyl-CoA carboxylase alpha subunit	317
637449542	235	29.75	2	235	7	246	4.0e-38	151	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	246
637449543	246	33.69	56	240	12	195	1.0e-38	153	COG0302	GTP cyclohydrolase I	195
637449544	220	37.85	5	218	1	208	1.0e-45	176	COG0135	Phosphoribosylanthranilate isomerase	208
637449545	408	20.8	1	219	2	215	7.0e-11	61.9	COG1994	Zn-dependent proteases	230
637449549	334	17.97	9	301	8	244	3.0e-14	73	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637449550	295	44.03	32	292	4	267	2.0e-75	275	COG1348	Nitrogenase subunit NifH (ATPase)	278
637449551	526	22.51	12	419	36	432	6.0e-28	119	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
637449552	418	22.17	31	413	49	448	3.0e-16	80.1	COG2710	Nitrogenase molybdenum-iron protein, alpha and beta chains	456
637449555	195	34.92	7	189	4	191	6.0e-40	157	COG0127	Xanthosine triphosphate pyrophosphatase	194
637449557	471	50.66	7	460	2	429	0.0e+00	552	COG1850	Ribulose 1,5-bisphosphate carboxylase, large subunit	429
637449558	113	33.68	15	109	9	103	2.0e-18	84.3	COG4451	Ribulose bisphosphate carboxylase small subunit	127
637449561	88	34.94	1	76	1	83	2.0e-10	57.6	COG4576	Carbon dioxide concentrating mechanism/carboxysome shell protein	89
637449562	73	33.78	1	68	10	83	2.0e-09	54.2	COG4576	Carbon dioxide concentrating mechanism/carboxysome shell protein	89
637449565	130	42.31	1	130	1	129	2.0e-35	141	COG0251	Putative translation initiation inhibitor, yjgF family	130
637449566	246	30.61	9	175	16	210	6.0e-21	94.5	COG0491	Zn-dependent hydrolases, including glyoxylases	252
637449567	215	45.93	1	205	2	207	1.0e-52	199	COG0040	ATP phosphoribosyltransferase	290
637449568	598	37.48	9	594	4	567	7.0e-112	398	COG1132	ABC-type multidrug transport system, ATPase and permease components	567
637449571	202	28.08	1	198	10	197	2.0e-18	86.2	COG3222	Uncharacterized protein conserved in bacteria	211
637449572	463	41.48	8	452	1	407	4.0e-118	418	COG0593	ATPase involved in DNA replication initiation	408
637449573	412	22.71	53	248	9	202	3.0e-12	66.4	COG0625	Glutathione S-transferase	211
637449574	459	34.64	7	458	2	454	3.0e-115	409	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	454
637449575	359	40.63	5	318	9	315	5.0e-43	168	COG0530	Ca2+/Na+ antiporter	320
637449576	349	55.17	1	345	2	344	0.0e+00	464	COG0418	Dihydroorotase	344
637449580	279	44.53	16	279	2	265	3.0e-84	305	COG0159	Tryptophan synthase alpha chain	265
637449582	90	24.18	4	90	2	92	2.0e-09	53.8	COG2350	Uncharacterized protein conserved in bacteria	92
637449585	307	36.42	3	305	10	339	1.0e-56	213	COG0568	DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)	342
637449586	221	48.31	131	219	2	90	5.0e-25	107	COG0140	Phosphoribosyl-ATP pyrophosphohydrolase	92
637449586	221	58.65	9	112	8	111	5.0e-41	160	COG0139	Phosphoribosyl-AMP cyclohydrolase	111
637449587	154	22.39	17	150	11	127	2.0e-09	55	COG0720	6-pyruvoyl-tetrahydropterin synthase	127
637449588	860	50.06	8	855	2	777	0.0e+00	852	COG0542	ATPases with chaperone activity, ATP-binding subunit	786
637449589	116	33.06	1	116	7	127	3.0e-20	90.5	COG3794	Plastocyanin	128
637449590	327	15.41	4	254	1	257	2.0e-13	70.4	COG0451	Nucleoside-diphosphate-sugar epimerases	314
637449591	346	46.13	6	339	8	343	4.0e-102	364	COG0407	Uroporphyrinogen-III decarboxylase	352
637449592	754	51.77	106	749	6	627	0.0e+00	733	COG0296	1,4-alpha-glucan branching enzyme	628
637449593	525	23.84	12	501	25	536	4.0e-48	185	COG2936	Predicted acyl esterases	563
637449598	436	44.1	12	422	3	417	0.0e+00	496	COG0014	Gamma-glutamyl phosphate reductase	417
637449599	120	27.27	1	120	1	121	1.0e-15	75.2	COG1539	Dihydroneopterin aldolase	121
637449601	695	40.97	1	692	8	682	0.0e+00	687	COG0339	Zn-dependent oligopeptidases	683
637449602	494	44.63	10	482	25	491	1.0e-121	430	COG1008	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	497
637449603	315	41.91	7	307	1	294	2.0e-75	276	COG0083	Homoserine kinase	299
637449604	345	29.29	2	335	7	314	1.0e-50	193	COG0837	Glucokinase	320
637449605	638	50.17	34	634	1	583	0.0e+00	707	COG0441	Threonyl-tRNA synthetase	589
637449606	338	46.73	1	315	2	314	6.0e-98	351	COG0180	Tryptophanyl-tRNA synthetase	314
637449609	300	33.99	2	300	1	302	3.0e-66	245	COG0803	ABC-type metal ion transport system, periplasmic component/surface adhesin	303
637449610	254	41.98	11	253	5	247	3.0e-74	271	COG1121	ABC-type Mn/Zn transport systems, ATPase component	254
637449611	290	44.53	10	282	1	274	7.0e-51	194	COG1108	ABC-type Mn2+/Zn2+ transport systems, permease components	274
637449614	194	29.59	6	171	2	155	3.0e-07	48.4	COG0681	Signal peptidase I	166
637449615	588	29.16	16	570	14	546	9.0e-82	298	COG1165	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	566
637449616	285	64.64	8	285	6	282	2.0e-121	428	COG0447	Dihydroxynaphthoic acid synthase	282
637449617	483	41.09	1	452	1	476	2.0e-130	459	COG0297	Glycogen synthase	487
637449618	456	33.33	23	453	19	446	6.0e-84	304	COG0770	UDP-N-acetylmuramyl pentapeptide synthase	451
637449619	449	42.64	1	448	2	456	0.0e+00	510	COG1207	N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)	460
637449620	310	21.27	19	218	8	224	2.0e-12	66.5	COG4121	Uncharacterized conserved protein	252
637449621	438	42.63	3	436	1	424	4.0e-116	411	COG0128	5-enolpyruvylshikimate-3-phosphate synthase	428
637449622	207	36.89	1	206	35	227	3.0e-40	158	COG2045	Phosphosulfolactate phosphohydrolase and related enzymes	230
637449623	275	35.4	4	271	3	265	1.0e-52	199	COG0388	Predicted amidohydrolase	274
637449624	362	36.36	153	360	19	230	1.0e-46	180	COG0860	N-acetylmuramoyl-L-alanine amidase	231
637449625	264	29.84	1	254	4	260	4.0e-52	198	COG0796	Glutamate racemase	269
637449626	323	38.2	6	323	2	322	4.0e-65	241	COG0142	Geranylgeranyl pyrophosphate synthase	322
637449627	660	43.31	79	646	1	528	0.0e+00	669	COG0365	Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases	528
637449629	270	20	35	250	1	222	8.0e-16	77.9	COG0847	DNA polymerase III, epsilon subunit and related 3'-5' exonucleases	243
637449631	429	43.74	1	411	1	419	3.0e-117	415	COG0124	Histidyl-tRNA synthetase	429
637449636	457	19.55	30	425	18	395	4.0e-23	103	COG0786	Na+/glutamate symporter	404
637449638	219	19.3	5	167	2	172	3.0e-11	62.1	COG0625	Glutathione S-transferase	211
637449640	235	23.48	1	218	5	230	1.0e-28	119	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637449641	427	20.37	8	371	5	357	4.0e-13	69.4	COG0644	Dehydrogenases (flavoproteins)	396
637449642	333	20.44	1	224	2	189	6.0e-15	75.3	COG1028	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	251
637449644	185	18	10	167	3	202	5.0e-12	64.5	COG1335	Amidases related to nicotinamidase	205
637449645	150	48.48	18	149	12	139	9.0e-30	122	COG0735	Fe2+/Zn2+ uptake regulation proteins	145
637449646	310	21.3	4	266	9	283	1.0e-13	71.2	COG0535	Predicted Fe-S oxidoreductases	347
637449650	442	59.32	3	441	5	426	0.0e+00	631	COG2873	O-acetylhomoserine sulfhydrylase	426
637449651	296	37.33	1	292	1	296	3.0e-60	225	COG1897	Homoserine trans-succinylase	307
637449652	522	31.42	1	519	6	529	2.0e-89	322	COG0659	Sulfate permease and related transporters (MFS superfamily)	554
637449653	425	19.8	49	424	62	452	1.0e-15	78.4	COG0277	FAD/FMN-containing dehydrogenases	459
637449654	407	28.86	40	282	4	238	5.0e-33	135	COG2138	Uncharacterized conserved protein	245
637449656	548	19.75	4	548	6	536	3.0e-42	167	COG2303	Choline dehydrogenase and related flavoproteins	542
637449661	129	21.28	1	127	1	138	1.0e-13	68.7	COG0346	Lactoylglutathione lyase and related lyases	138
637449666	240	40.4	1	235	1	248	9.0e-59	220	COG1187	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases	248
637449672	545	51.89	9	536	1	528	0.0e+00	743	COG4108	Peptide chain release factor RF-3	528
637449674	300	34.68	1	297	3	286	1.0e-65	243	COG1281	Disulfide bond chaperones of the HSP33 family	286
637449675	215	35.48	1	205	3	217	7.0e-44	170	COG1122	ABC-type cobalt transport system, ATPase component	235
637449677	257	27.64	6	247	5	241	8.0e-34	137	COG1385	Uncharacterized protein conserved in bacteria	246
637449678	247	34.91	9	240	14	244	1.0e-42	166	COG1836	Predicted membrane protein	247
637449679	214	17.14	6	205	9	207	1.0e-10	60.3	COG2755	Lysophospholipase L1 and related esterases	216
637449680	500	25.58	32	245	60	270	7.0e-19	89.2	COG3639	ABC-type phosphate/phosphonate transport system, permease component	283
637449681	245	32.4	4	245	2	244	3.0e-40	158	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component	258
637449682	301	27.05	23	299	27	296	6.0e-39	154	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component	299
637449683	393	42.78	8	391	1	392	4.0e-103	368	COG0436	Aspartate/tyrosine/aromatic aminotransferase	393
637449684	167	41.07	2	159	30	197	2.0e-32	131	COG1573	Uracil-DNA glycosylase	202
637449685	405	45.24	20	405	1	356	3.0e-126	445	COG0821	Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis	361
637449686	429	40.99	23	401	28	399	5.0e-92	331	COG0793	Periplasmic protease	406
637449687	304	53.11	1	303	23	323	1.0e-114	406	COG0379	Quinolinate synthase	324
637449690	396	30.18	9	386	4	362	3.0e-57	216	COG1565	Uncharacterized conserved protein	370
637449691	363	46.11	5	363	3	355	1.0e-110	393	COG0337	3-dehydroquinate synthetase	360
637449692	396	33.33	16	391	4	374	2.0e-91	329	COG0026	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	375
637449703	221	21.43	1	198	6	212	1.0e-20	93	COG0300	Short-chain dehydrogenases of various substrate specificities	265
637449704	242	31.98	2	195	1	186	1.0e-31	129	COG0518	GMP synthase - Glutamine amidotransferase domain	198
637449713	351	30.36	120	341	3	221	6.0e-26	111	COG0569	K+ transport systems, NAD-binding component	225
637449714	242	46.96	13	241	2	225	3.0e-63	235	COG0745	Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	229
637449719	323	30.77	7	310	24	317	6.0e-40	158	COG0226	ABC-type phosphate transport system, periplasmic component	318
637449720	408	30.81	3	174	4	173	8.0e-21	94.9	COG2059	Chromate transport protein ChrA	195
637449722	340	47.35	1	339	2	334	1.0e-107	383	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	335
637449723	126	34.74	29	121	11	105	2.0e-10	58.3	COG0640	Predicted transcriptional regulators	110
637449725	321	40.92	1	321	24	338	2.0e-55	209	COG0798	Arsenite efflux pump ACR3 and related permeases	342
637449727	178	22.78	10	177	38	214	4.0e-06	44.4	COG0664	cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	214
637449732	315	42.95	9	315	6	310	1.0e-69	257	COG0573	ABC-type phosphate transport system, permease component	310
637449733	297	41.89	1	293	1	290	4.0e-59	221	COG0581	ABC-type phosphate transport system, permease component	292
637449734	269	58.56	8	269	2	253	3.0e-116	411	COG1117	ABC-type phosphate transport system, ATPase component	253
637449736	214	28.96	18	195	10	192	2.0e-23	102	COG1407	Predicted ICC-like phosphoesterases	235
637449737	825	29.33	13	822	12	796	0.0e+00	509	COG1201	Lhr-like helicases	814
637449738	545	30.35	210	543	112	444	2.0e-54	207	COG1793	ATP-dependent DNA ligase	444
637449739	330	21.07	26	310	45	398	5.0e-28	118	COG1236	Predicted exonuclease of the beta-lactamase fold involved in RNA processing	427
637449742	438	21.4	1	431	1	437	4.0e-20	92.8	COG4487	Uncharacterized protein conserved in bacteria	438
637449751	196	61.73	1	196	3	198	4.0e-77	280	COG0740	Protease subunit of ATP-dependent Clp proteases	200
637449752	637	49.52	9	628	1	596	0.0e+00	652	COG0465	ATP-dependent Zn proteases	596
637449754	409	22.39	1	392	26	426	1.0e-37	150	COG0612	Predicted Zn-dependent peptidases	438
637449755	416	26.93	18	388	29	403	6.0e-58	218	COG0612	Predicted Zn-dependent peptidases	438
637449758	391	17.59	24	391	2	416	5.0e-13	69.4	COG0577	ABC-type antimicrobial peptide transport system, permease component	419
637449759	240	46.85	15	234	2	222	4.0e-64	237	COG1136	ABC-type antimicrobial peptide transport system, ATPase component	226
637449761	305	22.08	1	284	1	301	1.0e-20	94	COG1216	Predicted glycosyltransferases	305
637449762	234	56.96	1	230	1	229	3.0e-89	321	COG0052	Ribosomal protein S2	252
637449765	818	42.48	130	804	15	675	0.0e+00	688	COG1200	RecG-like helicase	677
637449766	228	24.88	23	218	16	205	1.0e-23	103	COG2173	D-alanyl-D-alanine dipeptidase	211
637449767	596	30.71	26	581	5	498	3.0e-109	389	COG0155	Sulfite reductase, beta subunit (hemoprotein)	510
637449768	720	35.59	1	719	3	690	0.0e+00	556	COG0751	Glycyl-tRNA synthetase, beta subunit	691
637449769	443	29.03	1	388	3	376	8.0e-47	181	COG0644	Dehydrogenases (flavoproteins)	396
637449771	600	64.26	5	600	2	597	0.0e+00	959	COG1217	Predicted membrane GTPase involved in stress response	603
637449773	242	51.45	4	242	6	243	2.0e-82	298	COG1137	ABC-type (unclassified) transport system, ATPase component	243
637449774	314	32.65	20	305	8	280	3.0e-25	109	COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component	281
637449775	251	45.85	14	242	2	220	8.0e-64	236	COG0036	Pentose-5-phosphate-3-epimerase	220
637449776	333	49.08	1	326	1	324	2.0e-110	392	COG1494	Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase and related proteins	332
637449777	433	41.57	1	432	1	414	4.0e-96	345	COG0373	Glutamyl-tRNA reductase	414
637449778	431	40.83	1	431	3	393	1.0e-118	420	COG0448	ADP-glucose pyrophosphorylase	393
637449779	472	50.96	1	471	1	468	0.0e+00	616	COG0362	6-phosphogluconate dehydrogenase	473
637449780	245	27.76	12	245	1	238	7.0e-39	154	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	238
637449783	559	50.79	1	559	8	574	0.0e+00	719	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	575
637449785	205	31.03	5	191	2	200	3.0e-22	98.7	COG0035	Uracil phosphoribosyltransferase	210
637449787	351	30.47	5	329	1	307	4.0e-50	192	COG0523	Putative GTPases (G3E family)	323
637449788	83	39.51	3	82	1	81	3.0e-17	79.8	COG1828	Phosphoribosylformylglycinamidine (FGAM) synthase, PurS component	83
637449789	221	46.67	5	219	4	227	8.0e-74	270	COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	231
637449790	357	45.15	1	329	1	286	1.0e-95	343	COG0191	Fructose/tagatose bisphosphate aldolase	286
637449791	367	25.55	7	367	1	340	1.0e-47	183	COG0673	Predicted dehydrogenases and related proteins	342
637449793	292	55.63	5	287	2	285	4.0e-117	414	COG0777	Acetyl-CoA carboxylase beta subunit	294
637449794	299	56.23	1	297	1	287	2.0e-110	392	COG3954	Phosphoribulokinase	289
637449795	357	46.81	1	357	1	345	6.0e-110	391	COG0473	Isocitrate/isopropylmalate dehydrogenase	348
637449796	344	39.31	1	344	1	337	5.0e-75	274	COG1044	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	338
637449797	360	40.6	1	360	6	369	3.0e-93	335	COG0263	Glutamate 5-kinase	369
637449798	164	27.07	15	147	15	147	2.0e-20	92.2	COG2179	Predicted hydrolase of the HAD superfamily	175
637449800	151	30.66	9	140	2	138	4.0e-21	94.1	COG0816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis)	141
637449805	255	47.23	1	235	2	234	2.0e-74	272	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	241
637449806	306	23.93	1	292	1	313	2.0e-29	123	COG0451	Nucleoside-diphosphate-sugar epimerases	314
